player,player_id_2018,position_2018,team_name_2018,player_game_count_2018,attempts_2018,avoided_tackles_2018,breakaway_attempts_2018,breakaway_percent_2018,breakaway_yards_2018,declined_penalties_2018,designed_yards_2018,drops_2018,elu_recv_mtf_2018,elu_rush_mtf_2018,elu_yco_2018,elusive_rating_2018,explosive_2018,first_downs_2018,franchise_id_2018,fumbles_2018,gap_attempts_2018,grades_hands_fumble_2018,grades_offense_2018,grades_offense_penalty_2018,grades_pass_2018,grades_pass_block_2018,grades_pass_route_2018,grades_run_2018,grades_run_block_2018,longest_2018,penalties_2018,rec_yards_2018,receptions_2018,routes_2018,run_plays_2018,scramble_yards_2018,scrambles_2018,targets_2018,total_touches_2018,touchdowns_2018,yards_2018,yards_after_contact_2018,yco_attempt_2018,ypa_2018,yprr_2018,zone_attempts_2018,player_id_2019,position_2019,team_name_2019,player_game_count_2019,attempts_2019,avoided_tackles_2019,breakaway_attempts_2019,breakaway_percent_2019,breakaway_yards_2019,declined_penalties_2019,designed_yards_2019,drops_2019,elu_recv_mtf_2019,elu_rush_mtf_2019,elu_yco_2019,elusive_rating_2019,explosive_2019,first_downs_2019,franchise_id_2019,fumbles_2019,gap_attempts_2019,grades_hands_fumble_2019,grades_offense_2019,grades_offense_penalty_2019,grades_pass_2019,grades_pass_block_2019,grades_pass_route_2019,grades_run_2019,grades_run_block_2019,longest_2019,penalties_2019,rec_yards_2019,receptions_2019,routes_2019,run_plays_2019,scramble_yards_2019,scrambles_2019,targets_2019,total_touches_2019,touchdowns_2019,yards_2019,yards_after_contact_2019,yco_attempt_2019,ypa_2019,yprr_2019,zone_attempts_2019,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,player_id_2021,position_2021,team_name_2021,player_game_count_2021,attempts_2021,avoided_tackles_2021,breakaway_attempts_2021,breakaway_percent_2021,breakaway_yards_2021,declined_penalties_2021,designed_yards_2021,drops_2021,elu_recv_mtf_2021,elu_rush_mtf_2021,elu_yco_2021,elusive_rating_2021,explosive_2021,first_downs_2021,franchise_id_2021,fumbles_2021,gap_attempts_2021,grades_hands_fumble_2021,grades_offense_2021,grades_offense_penalty_2021,grades_pass_2021,grades_pass_block_2021,grades_pass_route_2021,grades_run_2021,grades_run_block_2021,longest_2021,penalties_2021,rec_yards_2021,receptions_2021,routes_2021,run_plays_2021,scramble_yards_2021,scrambles_2021,targets_2021,total_touches_2021,touchdowns_2021,yards_2021,yards_after_contact_2021,yco_attempt_2021,ypa_2021,yprr_2021,zone_attempts_2021,player_id_2022,position_2022,team_name_2022,player_game_count_2022,attempts_2022,avoided_tackles_2022,breakaway_attempts_2022,breakaway_percent_2022,breakaway_yards_2022,declined_penalties_2022,designed_yards_2022,drops_2022,elu_recv_mtf_2022,elu_rush_mtf_2022,elu_yco_2022,elusive_rating_2022,explosive_2022,first_downs_2022,franchise_id_2022,fumbles_2022,gap_attempts_2022,grades_hands_fumble_2022,grades_offense_2022,grades_offense_penalty_2022,grades_pass_2022,grades_pass_block_2022,grades_pass_route_2022,grades_run_2022,grades_run_block_2022,longest_2022,penalties_2022,rec_yards_2022,receptions_2022,routes_2022,run_plays_2022,scramble_yards_2022,scrambles_2022,targets_2022,total_touches_2022,touchdowns_2022,yards_2022,yards_after_contact_2022,yco_attempt_2022,ypa_2022,yprr_2022,zone_attempts_2022
Derrick Henry,10679.0,HB,TEN,16.0,215.0,45.0,9.0,27.6,292.0,0.0,1059.0,0.0,4.0,45.0,905.0,89.7,30.0,51.0,31.0,1.0,59.0,82.4,85.3,41.6,64.7,83.7,48.4,86.2,59.2,99.0,1.0,99.0,15.0,115.0,249.0,0.0,0.0,18.0,230.0,12.0,1059.0,905.0,4.21,4.9,0.86,155.0,10679.0,HB,TEN,15.0,303.0,58.0,18.0,32.8,505.0,0.0,1539.0,3.0,5.0,58.0,1268.0,82.1,42.0,73.0,31.0,5.0,78.0,47.3,76.2,25.9,55.1,61.5,49.0,78.6,60.7,74.0,3.0,206.0,18.0,194.0,337.0,0.0,0.0,23.0,321.0,16.0,1539.0,1268.0,4.18,5.1,1.06,223.0,10679.0,HB,TEN,16.0,378.0,75.0,21.0,31.8,645.0,0.0,2027.0,0.0,3.0,75.0,1490.0,77.4,48.0,97.0,31.0,4.0,120.0,74.0,92.4,58.5,,59.8,55.4,92.1,57.6,94.0,1.0,114.0,19.0,223.0,408.0,0.0,0.0,25.0,397.0,17.0,2027.0,1490.0,3.94,5.4,0.51,254.0,10679.0,HB,TEN,8.0,219.0,32.0,9.0,28.2,264.0,0.0,937.0,0.0,3.0,32.0,728.0,49.1,20.0,49.0,31.0,1.0,97.0,82.5,75.3,41.3,70.7,54.4,69.4,72.8,72.2,76.0,1.0,154.0,18.0,120.0,239.0,0.0,0.0,20.0,237.0,10.0,937.0,728.0,3.32,4.3,1.28,122.0,10679.0,HB,TEN,16.0,349.0,69.0,15.0,27.6,424.0,0.0,1534.0,4.0,6.0,69.0,1257.0,70.7,37.0,67.0,31.0,6.0,147.0,46.9,85.9,56.9,66.1,66.9,46.8,86.7,79.7,56.0,1.0,398.0,33.0,191.0,383.0,0.0,0.0,39.0,382.0,13.0,1534.0,1257.0,3.6,4.4,2.08,197.0
James Conner,11860.0,HB,PIT,13.0,215.0,37.0,16.0,34.9,340.0,0.0,973.0,4.0,23.0,37.0,617.0,63.8,27.0,56.0,25.0,4.0,131.0,49.6,72.1,89.6,,64.0,60.8,74.5,71.0,30.0,1.0,497.0,55.0,380.0,234.0,0.0,0.0,67.0,270.0,12.0,973.0,617.0,2.87,4.5,1.31,67.0,11860.0,HB,PIT,10.0,116.0,14.0,6.0,23.7,110.0,0.0,464.0,1.0,19.0,14.0,319.0,60.5,16.0,26.0,25.0,1.0,64.0,72.7,73.6,84.6,,43.4,89.8,66.8,76.2,25.0,0.0,251.0,34.0,153.0,133.0,0.0,0.0,38.0,150.0,4.0,464.0,319.0,2.75,4.0,1.64,48.0,11860.0,HB,PIT,13.0,169.0,36.0,9.0,31.3,226.0,0.0,721.0,4.0,4.0,36.0,485.0,56.3,19.0,42.0,25.0,2.0,87.0,64.3,68.0,88.4,,62.8,52.2,72.4,64.8,59.0,0.0,215.0,35.0,269.0,188.0,0.0,0.0,41.0,204.0,6.0,721.0,485.0,2.87,4.3,0.8,68.0,11860.0,HB,ARZ,15.0,202.0,40.0,7.0,19.7,148.0,0.0,752.0,0.0,12.0,40.0,568.0,61.2,15.0,53.0,1.0,2.0,65.0,68.8,82.9,90.5,,88.5,86.2,73.2,81.3,35.0,0.0,380.0,37.0,236.0,268.0,0.0,0.0,39.0,239.0,15.0,752.0,568.0,2.81,3.7,1.61,123.0,11860.0,HB,ARZ,13.0,183.0,30.0,6.0,14.8,116.0,0.0,782.0,6.0,17.0,30.0,515.0,57.8,15.0,48.0,1.0,3.0,89.0,54.4,69.7,62.7,,73.8,51.4,76.1,54.9,23.0,1.0,301.0,46.0,332.0,232.0,0.0,0.0,56.0,229.0,7.0,782.0,515.0,2.81,4.3,0.91,84.0
Lamar Miller,7097.0,HB,HST,14.0,210.0,31.0,15.0,41.4,403.0,0.0,973.0,1.0,3.0,31.0,680.0,46.8,23.0,36.0,13.0,1.0,54.0,81.8,73.7,30.3,,78.5,49.7,79.2,64.3,97.0,2.0,163.0,25.0,276.0,234.0,0.0,0.0,34.0,235.0,5.0,973.0,680.0,3.24,4.6,0.59,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Michel,27589.0,HB,NE,13.0,209.0,25.0,10.0,23.6,220.0,0.0,931.0,1.0,0.0,25.0,536.0,29.7,25.0,54.0,19.0,1.0,127.0,90.9,75.8,29.6,,58.5,53.4,74.9,59.0,34.0,1.0,50.0,7.0,57.0,240.0,0.0,0.0,11.0,216.0,6.0,931.0,536.0,2.56,4.5,0.88,67.0,27589.0,HB,NE,16.0,247.0,36.0,8.0,17.1,156.0,0.0,912.0,4.0,3.0,36.0,630.0,38.4,23.0,55.0,19.0,2.0,153.0,71.6,68.0,82.2,,82.5,47.3,68.1,58.5,26.0,0.0,94.0,12.0,102.0,278.0,0.0,0.0,19.0,259.0,7.0,912.0,630.0,2.55,3.7,0.92,87.0,27589.0,HB,NE,9.0,79.0,12.0,6.0,37.6,169.0,0.0,449.0,0.0,1.0,12.0,269.0,51.5,12.0,19.0,19.0,0.0,46.0,86.2,80.9,80.1,,73.2,82.6,76.5,59.0,48.0,0.0,114.0,7.0,48.0,112.0,0.0,0.0,8.0,86.0,1.0,449.0,269.0,3.41,5.7,2.38,29.0,27589.0,HB,LA,17.0,208.0,39.0,8.0,19.1,161.0,0.0,845.0,2.0,7.0,39.0,597.0,57.7,21.0,49.0,26.0,1.0,74.0,81.4,66.1,56.1,,64.9,44.0,73.5,60.4,39.0,1.0,128.0,21.0,253.0,224.0,0.0,0.0,31.0,229.0,4.0,845.0,597.0,2.87,4.1,0.51,134.0,27589.0,HB,LAC,10.0,36.0,4.0,0.0,0.0,0.0,0.0,106.0,2.0,2.0,4.0,93.0,34.4,1.0,8.0,27.0,0.0,17.0,81.4,58.5,1.9,,72.7,45.5,64.6,60.0,12.0,1.0,53.0,9.0,61.0,41.0,0.0,0.0,13.0,45.0,0.0,106.0,93.0,2.58,2.9,0.87,18.0
Marlon Mack,11898.0,HB,IND,12.0,195.0,18.0,11.0,27.5,250.0,0.0,908.0,3.0,0.0,18.0,554.0,24.1,19.0,50.0,14.0,2.0,124.0,66.9,68.6,86.7,,37.2,32.3,75.2,60.9,49.0,0.0,103.0,17.0,171.0,228.0,0.0,0.0,24.0,212.0,9.0,908.0,554.0,2.84,4.7,0.6,70.0,11898.0,HB,IND,14.0,247.0,39.0,13.0,29.7,324.0,0.0,1091.0,1.0,1.0,39.0,693.0,43.0,28.0,67.0,14.0,0.0,109.0,91.1,69.5,87.0,,24.4,43.5,74.1,59.6,63.0,0.0,82.0,14.0,177.0,283.0,0.0,0.0,16.0,261.0,8.0,1091.0,693.0,2.81,4.4,0.46,133.0,11898.0,HB,IND,1.0,4.0,1.0,1.0,69.2,18.0,0.0,26.0,0.0,0.0,1.0,10.0,35.7,1.0,2.0,14.0,0.0,1.0,70.6,72.6,70.2,,,76.2,69.3,,18.0,0.0,30.0,3.0,7.0,4.0,0.0,0.0,3.0,7.0,0.0,26.0,10.0,2.5,6.5,4.29,3.0,11898.0,HB,IND,6.0,28.0,3.0,1.0,21.8,22.0,0.0,101.0,0.0,0.0,3.0,86.0,30.7,4.0,6.0,14.0,0.0,11.0,79.5,56.4,77.5,,82.2,57.8,55.6,60.0,22.0,0.0,8.0,2.0,21.0,32.0,0.0,0.0,4.0,30.0,0.0,101.0,86.0,3.07,3.6,0.38,17.0,11898.0,HB,DEN,5.0,16.0,2.0,1.0,20.2,17.0,0.0,84.0,0.0,3.0,2.0,67.0,87.2,1.0,4.0,10.0,0.0,5.0,77.9,86.2,78.1,,83.9,78.4,86.8,60.0,17.0,0.0,99.0,8.0,34.0,19.0,0.0,0.0,9.0,24.0,1.0,84.0,67.0,4.19,5.3,2.91,11.0
Alvin Kamara,11822.0,HB,NO,15.0,194.0,28.0,10.0,22.9,202.0,0.0,883.0,3.0,16.0,28.0,533.0,44.0,20.0,57.0,20.0,0.0,82.0,91.2,82.9,64.2,,78.6,87.6,77.3,55.6,49.0,1.0,709.0,81.0,334.0,275.0,0.0,0.0,98.0,275.0,14.0,883.0,533.0,2.75,4.6,2.12,99.0,11822.0,HB,NO,14.0,171.0,42.0,10.0,28.5,227.0,0.0,797.0,4.0,14.0,42.0,543.0,70.6,19.0,32.0,20.0,4.0,73.0,58.5,70.0,89.0,69.7,59.3,69.2,68.2,65.7,40.0,1.0,533.0,81.0,345.0,231.0,0.0,0.0,95.0,252.0,5.0,797.0,543.0,3.18,4.7,1.54,79.0,11822.0,HB,NO,15.0,187.0,39.0,12.0,32.4,302.0,0.0,932.0,7.0,20.0,39.0,556.0,65.0,27.0,58.0,20.0,1.0,54.0,72.2,82.2,64.2,,52.5,90.1,78.2,56.4,49.0,1.0,756.0,83.0,345.0,269.0,0.0,0.0,103.0,270.0,16.0,932.0,556.0,2.97,5.0,2.19,119.0,11822.0,HB,NO,13.0,240.0,45.0,6.0,14.5,130.0,0.0,898.0,7.0,7.0,45.0,671.0,50.7,21.0,42.0,20.0,0.0,92.0,91.2,63.2,61.7,,12.3,65.8,65.9,57.0,30.0,1.0,439.0,47.0,271.0,311.0,0.0,0.0,65.0,287.0,4.0,898.0,671.0,2.8,3.7,1.62,134.0,11822.0,HB,NO,15.0,223.0,34.0,6.0,13.4,120.0,0.0,897.0,5.0,15.0,34.0,606.0,47.6,20.0,40.0,20.0,4.0,77.0,49.9,72.7,88.6,,20.2,65.4,77.7,62.4,27.0,0.0,490.0,57.0,295.0,285.0,0.0,0.0,71.0,280.0,2.0,897.0,606.0,2.72,4.0,1.66,133.0
Phillip Lindsay,12660.0,HB,DEN,15.0,192.0,22.0,11.0,33.4,346.0,0.0,1037.0,4.0,7.0,22.0,451.0,30.0,30.0,49.0,10.0,0.0,91.0,90.9,82.4,26.7,,63.1,63.1,85.1,70.7,65.0,1.0,241.0,35.0,185.0,217.0,0.0,0.0,44.0,227.0,9.0,1037.0,451.0,2.35,5.4,1.3,90.0,12660.0,HB,DEN,16.0,224.0,43.0,11.0,26.8,271.0,2.0,1011.0,6.0,6.0,43.0,606.0,51.2,22.0,39.0,10.0,0.0,91.0,91.1,71.3,22.9,,19.5,50.7,78.9,53.2,40.0,2.0,196.0,35.0,211.0,263.0,0.0,0.0,46.0,259.0,7.0,1011.0,606.0,2.71,4.5,0.93,128.0,12660.0,HB,DEN,11.0,118.0,15.0,8.0,38.2,192.0,0.0,502.0,3.0,2.0,15.0,344.0,39.6,13.0,19.0,10.0,0.0,62.0,89.2,69.8,83.3,,35.8,32.8,77.7,59.9,55.0,0.0,28.0,7.0,98.0,138.0,0.0,0.0,11.0,125.0,1.0,502.0,344.0,2.92,4.3,0.29,52.0,12660.0,HB,MIA,14.0,88.0,6.0,1.0,14.1,35.0,0.0,249.0,1.0,1.0,6.0,188.0,16.3,2.0,12.0,17.0,0.0,54.0,87.5,53.9,81.0,,36.5,52.7,56.6,44.5,35.0,0.0,45.0,4.0,42.0,100.0,0.0,0.0,5.0,92.0,1.0,249.0,188.0,2.14,2.8,1.07,32.0,12660.0,HB,IND,3.0,15.0,1.0,1.0,30.6,15.0,0.0,49.0,0.0,1.0,1.0,39.0,24.8,1.0,1.0,14.0,0.0,6.0,77.2,64.3,79.9,,68.8,60.3,64.6,60.0,15.0,0.0,19.0,6.0,31.0,21.0,0.0,0.0,7.0,21.0,0.0,49.0,39.0,2.6,3.3,0.61,9.0
Nick Chubb,45783.0,HB,CLV,16.0,192.0,44.0,15.0,46.5,463.0,0.0,996.0,3.0,5.0,44.0,858.0,103.3,28.0,48.0,8.0,0.0,82.0,90.7,86.4,39.4,,51.7,54.2,89.7,58.6,92.0,1.0,149.0,20.0,142.0,206.0,0.0,0.0,28.0,212.0,8.0,996.0,858.0,4.47,5.2,1.05,105.0,45783.0,HB,CLV,16.0,298.0,66.0,20.0,38.4,574.0,0.0,1494.0,3.0,13.0,66.0,1122.0,89.1,39.0,62.0,8.0,3.0,135.0,68.7,88.7,62.3,,77.8,56.5,90.3,60.3,88.0,1.0,278.0,36.0,293.0,330.0,0.0,0.0,45.0,334.0,8.0,1494.0,1122.0,3.77,5.0,0.95,150.0,45783.0,HB,CLV,12.0,190.0,58.0,15.0,40.2,429.0,0.0,1065.0,0.0,8.0,58.0,771.0,130.0,34.0,56.0,8.0,1.0,83.0,79.5,86.7,84.4,,91.1,71.2,83.1,59.9,59.0,0.0,150.0,16.0,158.0,209.0,0.0,0.0,18.0,206.0,12.0,1067.0,771.0,4.06,5.6,0.95,101.0,45783.0,HB,CLV,14.0,228.0,57.0,17.0,36.1,454.0,0.0,1258.0,0.0,6.0,57.0,967.0,107.7,41.0,62.0,8.0,2.0,139.0,71.2,81.7,84.6,,80.5,63.7,80.6,59.3,70.0,0.0,174.0,20.0,185.0,250.0,0.0,0.0,25.0,248.0,8.0,1258.0,967.0,4.24,5.5,0.94,85.0,45783.0,HB,CLV,17.0,302.0,83.0,23.0,34.6,527.0,0.0,1525.0,1.0,9.0,83.0,1050.0,97.2,47.0,69.0,8.0,1.0,160.0,87.7,90.3,87.8,,61.8,58.5,90.7,55.7,41.0,0.0,239.0,27.0,254.0,336.0,0.0,0.0,33.0,329.0,12.0,1525.0,1050.0,3.48,5.0,0.94,126.0
Kareem Hunt,11841.0,HB,KC,11.0,181.0,43.0,12.0,33.6,277.0,0.0,824.0,3.0,10.0,43.0,606.0,85.7,23.0,46.0,16.0,0.0,66.0,90.6,81.6,23.8,,69.8,69.3,84.1,53.7,45.0,2.0,378.0,26.0,254.0,213.0,0.0,0.0,33.0,207.0,7.0,824.0,606.0,3.35,4.6,1.49,110.0,11841.0,HB,CLV,8.0,44.0,19.0,2.0,18.7,32.0,0.0,171.0,1.0,15.0,19.0,125.0,119.2,2.0,8.0,8.0,1.0,19.0,56.5,76.7,89.4,,84.5,83.4,70.3,49.8,16.0,0.0,285.0,37.0,190.0,91.0,0.0,0.0,43.0,81.0,2.0,171.0,125.0,2.84,3.9,1.5,21.0,11841.0,HB,CLV,16.0,198.0,35.0,7.0,18.0,151.0,0.0,841.0,5.0,18.0,35.0,630.0,71.5,29.0,44.0,8.0,2.0,112.0,69.0,74.0,87.3,,58.5,65.3,74.4,68.1,33.0,0.0,304.0,38.0,252.0,220.0,0.0,0.0,50.0,236.0,6.0,841.0,630.0,3.18,4.2,1.21,83.0,11841.0,HB,CLV,8.0,78.0,21.0,5.0,29.3,113.0,0.0,386.0,1.0,4.0,21.0,269.0,86.2,12.0,22.0,8.0,0.0,46.0,87.2,74.4,83.9,,66.9,67.5,74.3,59.6,33.0,0.0,174.0,22.0,109.0,90.0,0.0,0.0,25.0,100.0,5.0,386.0,269.0,3.45,4.9,1.6,26.0,11841.0,HB,CLV,17.0,123.0,22.0,5.0,19.4,91.0,0.0,468.0,2.0,12.0,22.0,358.0,62.6,14.0,30.0,8.0,1.0,71.0,73.7,67.0,90.4,,54.6,66.4,67.4,51.6,24.0,1.0,210.0,35.0,254.0,157.0,0.0,0.0,41.0,158.0,3.0,468.0,358.0,2.91,3.8,0.83,44.0
Melvin Gordon III,9448.0,HB,LAC,12.0,175.0,41.0,15.0,35.6,315.0,0.0,885.0,7.0,11.0,41.0,496.0,65.5,27.0,48.0,27.0,1.0,114.0,80.6,86.6,86.6,,56.2,61.2,90.6,64.6,34.0,0.0,490.0,50.0,241.0,223.0,0.0,0.0,61.0,225.0,10.0,885.0,496.0,2.83,5.1,2.03,53.0,9448.0,HB,LAC,12.0,162.0,28.0,7.0,21.4,131.0,0.0,612.0,4.0,10.0,28.0,399.0,45.9,14.0,38.0,27.0,4.0,80.0,33.0,66.0,46.0,,47.0,50.7,71.7,59.3,24.0,1.0,296.0,42.0,208.0,187.0,0.0,0.0,52.0,204.0,8.0,612.0,399.0,2.46,3.8,1.42,70.0,9448.0,HB,DEN,15.0,215.0,51.0,12.0,29.6,292.0,0.0,986.0,3.0,4.0,51.0,669.0,69.3,26.0,46.0,10.0,4.0,114.0,45.3,72.5,88.4,,41.7,36.4,83.0,52.7,65.0,0.0,158.0,32.0,290.0,254.0,0.0,0.0,42.0,247.0,9.0,986.0,669.0,3.11,4.6,0.54,96.0,9448.0,HB,DEN,16.0,203.0,45.0,6.0,21.0,193.0,1.0,918.0,3.0,4.0,45.0,633.0,66.1,23.0,49.0,10.0,3.0,76.0,53.0,77.8,51.1,,41.4,52.9,83.4,60.0,70.0,1.0,213.0,28.0,247.0,218.0,0.0,0.0,34.0,231.0,8.0,918.0,633.0,3.12,4.5,0.86,124.0,9448.0,HB,DEN,10.0,90.0,15.0,1.0,5.3,17.0,0.0,318.0,3.0,1.0,15.0,226.0,34.9,4.0,15.0,10.0,5.0,30.0,22.8,49.1,2.5,,39.9,50.5,52.3,59.5,17.0,2.0,223.0,25.0,153.0,101.0,0.0,0.0,30.0,115.0,2.0,318.0,226.0,2.51,3.5,1.46,59.0
Carlos Hyde,8692.0,HB,JAX,14.0,172.0,25.0,4.0,13.0,74.0,0.0,571.0,2.0,0.0,25.0,406.0,32.4,15.0,28.0,15.0,2.0,79.0,62.1,50.4,85.1,,33.1,41.4,55.1,60.6,22.0,0.0,33.0,10.0,149.0,188.0,0.0,0.0,15.0,182.0,5.0,571.0,406.0,2.36,3.3,0.22,89.0,8692.0,HB,HST,16.0,245.0,41.0,9.0,27.0,289.0,0.0,1070.0,1.0,3.0,41.0,680.0,47.9,23.0,55.0,13.0,4.0,61.0,48.3,74.2,88.0,,46.3,46.9,77.9,67.7,58.0,0.0,42.0,10.0,211.0,284.0,0.0,0.0,14.0,255.0,6.0,1070.0,680.0,2.78,4.4,0.2,178.0,8692.0,HB,SEA,10.0,81.0,13.0,8.0,47.5,169.0,0.0,356.0,1.0,0.0,13.0,247.0,40.9,9.0,20.0,29.0,1.0,26.0,86.9,68.1,84.6,,31.8,59.2,73.1,59.6,50.0,0.0,93.0,16.0,125.0,93.0,0.0,0.0,20.0,97.0,4.0,356.0,247.0,3.05,4.4,0.74,51.0,8692.0,HB,JAX,12.0,72.0,11.0,2.0,13.0,33.0,1.0,253.0,2.0,1.0,11.0,174.0,34.5,4.0,14.0,15.0,2.0,30.0,32.9,53.8,87.1,,45.7,41.9,61.0,47.4,18.0,1.0,65.0,12.0,159.0,90.0,0.0,0.0,17.0,84.0,1.0,253.0,174.0,2.42,3.5,0.41,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Martin,7035.0,HB,OAK,16.0,172.0,22.0,6.0,16.0,116.0,0.0,723.0,1.0,4.0,22.0,467.0,37.2,19.0,37.0,23.0,3.0,47.0,48.3,66.6,84.0,,87.8,63.0,64.4,60.1,29.0,0.0,116.0,18.0,135.0,188.0,0.0,0.0,23.0,190.0,4.0,723.0,467.0,2.72,4.2,0.86,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,9506.0,HB,ATL,16.0,167.0,17.0,15.0,48.5,388.0,0.0,800.0,2.0,3.0,17.0,486.0,29.2,25.0,35.0,2.0,2.0,42.0,63.6,65.7,86.6,,60.8,60.6,66.7,59.0,65.0,1.0,276.0,32.0,296.0,183.0,0.0,0.0,40.0,199.0,4.0,800.0,486.0,2.91,4.8,0.93,118.0,9506.0,HB,SF,14.0,137.0,17.0,8.0,36.2,197.0,1.0,544.0,2.0,1.0,17.0,369.0,30.7,13.0,26.0,28.0,0.0,64.0,90.1,69.5,85.3,,63.4,63.7,69.1,70.1,48.0,1.0,180.0,21.0,170.0,158.0,0.0,0.0,28.0,158.0,6.0,544.0,369.0,2.69,4.0,1.06,73.0,9506.0,HB,SF,8.0,28.0,4.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,4.0,69.0,46.2,2.0,3.0,28.0,0.0,13.0,79.6,58.7,76.6,,79.5,83.8,50.3,60.0,12.0,0.0,34.0,4.0,26.0,31.0,0.0,0.0,5.0,32.0,0.0,53.0,69.0,2.46,1.9,1.31,15.0,9506.0,HB,NYJ,11.0,84.0,17.0,6.0,28.9,103.0,0.0,356.0,1.0,0.0,17.0,290.0,61.8,10.0,20.0,22.0,0.0,35.0,88.3,74.1,83.1,,59.0,59.9,75.0,52.7,20.0,0.0,49.0,11.0,58.0,99.0,0.0,0.0,14.0,95.0,0.0,356.0,290.0,3.45,4.2,0.84,47.0,9506.0,HB,SF,3.0,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,28.0,0.0,7.0,75.4,68.3,74.4,,29.4,83.3,58.9,60.0,14.0,0.0,44.0,3.0,16.0,14.0,0.0,0.0,3.0,15.0,1.0,26.0,12.0,1.0,2.2,2.75,4.0
LeSean McCoy,4976.0,HB,BUF,14.0,161.0,17.0,5.0,21.8,112.0,1.0,514.0,3.0,10.0,17.0,323.0,27.8,11.0,22.0,4.0,0.0,61.0,90.5,60.9,50.5,,50.4,63.3,61.2,57.1,28.0,3.0,238.0,34.0,225.0,196.0,0.0,0.0,41.0,195.0,3.0,514.0,323.0,2.01,3.2,1.06,92.0,4976.0,HB,KC,13.0,101.0,11.0,8.0,40.2,187.0,0.0,465.0,1.0,3.0,11.0,250.0,26.9,12.0,24.0,16.0,3.0,28.0,29.7,65.1,87.6,,63.0,56.8,67.2,60.2,39.0,1.0,181.0,28.0,145.0,113.0,0.0,0.0,32.0,129.0,4.0,465.0,250.0,2.48,4.6,1.25,73.0,4976.0,HB,TB,10.0,10.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,3.0,0.0,12.0,14.4,2.0,2.0,30.0,0.0,4.0,76.7,59.1,0.0,,53.8,64.5,57.7,60.0,14.0,1.0,101.0,15.0,70.0,19.0,0.0,0.0,17.0,25.0,0.0,31.0,12.0,1.2,3.1,1.44,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gore,2282.0,HB,MIA,14.0,156.0,23.0,6.0,23.1,167.0,0.0,722.0,0.0,6.0,23.0,513.0,56.8,12.0,25.0,17.0,1.0,50.0,75.4,80.3,35.1,,53.1,74.9,78.2,69.9,39.0,1.0,124.0,12.0,128.0,171.0,0.0,0.0,16.0,168.0,0.0,722.0,513.0,3.29,4.6,0.97,104.0,2282.0,HB,BUF,16.0,166.0,16.0,7.0,27.9,167.0,0.0,604.0,1.0,2.0,16.0,402.0,24.6,11.0,31.0,4.0,0.0,114.0,90.4,64.1,83.7,,70.4,55.9,64.4,56.8,41.0,0.0,100.0,13.0,121.0,206.0,-5.0,1.0,15.0,178.0,2.0,599.0,403.0,2.43,3.6,0.83,51.0,2282.0,HB,NYJ,15.0,187.0,23.0,2.0,4.9,32.0,0.0,653.0,0.0,2.0,23.0,467.0,30.8,13.0,32.0,22.0,1.0,56.0,78.8,60.8,84.1,,64.0,59.8,60.2,59.8,17.0,0.0,89.0,16.0,136.0,198.0,0.0,0.0,18.0,203.0,2.0,653.0,467.0,2.5,3.5,0.65,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
