,player,player_id,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Team,Year,weighted_grade,weighted_average_grade
1677,Blake Whiteheart,77881,CLV,TE,8.6,1,66.7,100.0,1,1,0,0.0,0,2,8,0,76.5,70.1,60.6,61.8,62.2,58.4,59,1,29,14.9,15,101,0,6,78.2,79,20.8,21,78.7,9,1,12.9,13,51,12,2.0,8.5,0.65,15,106,93,Browns,2024,5635.8,
31,Bo Scaife,2396,TEN,TE,6.7,0,73.5,,0,0,0,10.0,4,18,31,2,54.3,23.6,56.7,64.5,52.7,51.3,160,0,30,10.6,33,312,2,36,85.6,267,31.1,97,117.6,49,4,0.3,1,318,117,3.3,8.8,1.19,33,227,258,Titans,2010,14628.6,
315,Brad Smelley,7662,CLV,TE,3.0,0,100.0,,0,0,0,0.0,0,0,8,0,64.7,61.2,49.4,71.2,52.7,46.2,6,0,3,23.1,3,13,0,1,76.9,10,46.2,6,79.2,1,0,7.7,1,3,0,0.0,3.0,0.3,3,13,13,Browns,2012,642.1999999999999,
758,Braedon Bowman,10904,NYJ,TE,17.0,0,0.0,0.0,0,1,0,100.0,1,0,22,0,27.9,,41.8,,37.6,20.0,2,0,0,0.0,0,10,0,0,90.0,9,60.0,6,39.6,1,0,0.0,0,0,0,,,0.0,0,4,8,Jets,2016,334.4,
377,Brandon Bostick,7605,GB,TE,10.6,2,50.0,,0,0,0,30.0,3,5,12,0,28.4,69.5,59.7,84.5,61.1,24.7,22,0,26,9.0,8,89,0,7,87.6,78,44.9,40,103.3,14,1,21.3,19,120,62,8.9,17.1,1.54,8,54,81,Packers,2013,4835.7,
515,Brandon Bostick,7605,GB,TE,2.0,0,50.0,,0,0,0,33.3,1,1,12,0,30.0,64.0,51.4,74.4,50.1,47.1,8,0,2,5.9,1,17,0,2,94.1,16,35.3,6,95.8,4,1,11.8,2,3,2,1.0,1.5,0.19,1,16,16,Packers,2014,822.4,
720,Brandon Bostick,7605,NYJ,TE,2.8,1,80.0,,0,0,0,20.0,2,2,22,0,36.0,70.1,57.4,71.2,51.6,59.8,64,0,14,30.8,33,107,0,8,67.3,72,9.3,10,92.9,10,0,3.7,4,63,38,4.8,7.9,0.88,33,189,78,Jets,2016,4477.2,
1231,Brandon Dillon,91468,MIN,TE,5.0,0,100.0,,0,0,0,0.0,0,0,18,0,64.7,61.2,55.7,,55.2,83.3,5,0,6,0.0,0,6,0,1,100.0,6,16.7,1,91.7,1,0,0.0,0,6,1,1.0,6.0,1.0,0,6,6,Vikings,2020,334.20000000000005,
79,Brandon Manumaleuna,876,CHI,TE,3.2,0,100.0,,0,0,1,0.0,0,4,6,0,74.6,68.8,62.2,35.3,58.7,68.1,194,0,16,69.1,197,285,4,5,28.8,82,2.5,7,142.1,5,1,0.7,2,43,27,5.4,8.6,0.52,197,342,203,Bears,2010,12626.6,
57,Brandon Myers,5126,OAK,TE,3.6,2,75.0,,0,0,0,7.7,1,4,23,0,46.0,71.9,59.0,80.1,47.6,75.0,93,0,16,20.2,25,124,0,12,76.6,95,16.9,21,85.4,16,0,0.8,1,80,44,3.7,6.7,0.84,25,85,115,Raiders,2010,6785.0,
149,Brandon Myers,5126,OAK,TE,5.7,1,66.7,,0,0,0,5.9,1,8,23,0,67.7,73.6,68.6,57.5,69.7,83.6,158,0,24,25.9,49,189,1,16,69.3,131,9.0,17,83.9,24,0,1.1,2,151,68,4.3,9.4,1.15,49,209,177,Raiders,2011,12142.199999999999,
219,Brandon Myers,5126,OAK,TE,7.1,8,78.2,,0,0,1,7.1,6,41,23,0,56.5,81.9,72.5,65.0,77.8,68.3,442,3,29,21.9,142,647,2,79,73.9,478,24.0,155,100.7,101,4,1.4,9,806,292,3.7,10.2,1.69,142,360,606,Raiders,2012,43935.0,
335,Brandon Myers,5126,NYG,TE,8.3,3,66.2,,0,0,1,6.0,3,28,21,0,69.9,78.9,67.1,61.8,63.4,42.2,239,4,27,18.2,103,567,2,47,77.8,441,53.6,304,83.2,71,4,1.6,9,522,178,3.8,11.1,1.18,103,283,552,Giants,2013,37039.2,
469,Brandon Myers,5126,TB,TE,4.6,0,75.9,,0,0,0,4.3,1,8,30,0,73.4,75.2,55.0,38.5,50.3,32.3,93,1,26,12.5,36,288,0,22,84.0,242,46.9,135,78.2,29,0,13.9,40,190,72,3.3,8.6,0.79,36,178,268,Buccaneers,2014,14740.0,
595,Brandon Myers,5126,TB,TE,8.8,1,75.0,,0,0,0,14.3,2,7,30,0,46.3,71.9,60.2,66.7,52.3,46.2,80,2,17,11.6,20,173,0,12,82.7,143,45.7,79,58.1,16,0,7.5,13,127,22,1.8,10.6,0.89,20,141,172,Buccaneers,2015,10354.4,
709,Brandon Myers,5126,TB,TE,8.6,0,50.0,,0,0,0,12.5,1,4,30,0,56.7,70.6,52.2,73.8,50.5,64.6,133,0,12,26.2,54,206,2,7,67.5,139,24.8,51,85.1,14,1,5.8,12,59,14,2.0,8.4,0.42,54,192,196,Buccaneers,2016,10231.2,
4,Brandon Pettigrew,4943,DET,TE,5.5,7,68.9,,0,0,0,14.5,12,35,11,0,32.1,81.4,65.0,71.8,55.5,86.0,504,2,35,12.5,73,586,10,71,83.3,488,9.7,57,93.6,103,4,0.3,2,722,378,5.3,10.2,1.48,73,367,563,Lions,2010,36595.0,
109,Brandon Pettigrew,4943,DET,TE,6.6,5,71.3,,0,0,0,8.4,8,38,11,0,60.8,82.6,69.8,75.7,67.7,87.1,659,3,27,17.6,133,757,11,87,78.7,596,7.1,54,93.1,122,5,0.8,6,826,362,4.2,9.5,1.39,133,336,719,Lions,2011,50186.2,70.90077821011673
222,Brandon Pettigrew,4943,DET,TE,6.6,2,62.1,,0,0,0,13.2,9,33,11,4,38.2,18.3,60.8,73.3,55.4,87.2,475,2,24,9.9,54,545,2,59,87.9,479,8.4,46,80.5,95,3,0.7,4,567,250,4.2,9.6,1.18,54,224,525,Lions,2012,31920.0,
339,Brandon Pettigrew,4943,DET,TE,6.5,2,68.3,,0,0,2,8.9,4,19,11,1,58.4,29.7,64.0,73.3,57.5,71.5,394,1,31,21.2,117,551,6,41,76.4,421,23.8,131,92.1,60,2,0.5,3,416,197,4.8,10.1,0.99,117,355,528,Lions,2013,33792.0,
486,Brandon Pettigrew,4943,DET,TE,4.9,1,68.8,,0,0,0,8.3,1,5,11,0,60.6,71.5,54.8,57.6,47.2,60.5,193,0,13,30.4,97,319,5,11,66.8,213,32.6,104,80.5,16,0,6.0,19,81,41,3.7,7.4,0.38,97,300,316,Lions,2014,17316.8,
608,Brandon Pettigrew,4943,DET,TE,5.7,2,53.8,,0,0,0,22.2,2,4,11,0,32.2,69.5,58.2,64.8,52.2,69.8,104,1,21,33.6,50,149,2,7,66.4,99,25.5,38,62.0,13,1,2.7,4,67,38,5.4,9.6,0.68,50,137,146,Lions,2015,8497.2,
510,Brandon Williams,7876,CAR,TE,11.0,1,66.7,,0,0,1,0.0,0,4,5,0,72.1,67.0,57.1,22.2,70.3,34.5,10,1,16,13.8,4,29,2,4,82.8,24,24.1,7,48.6,6,0,27.6,8,44,8,2.0,11.0,1.83,4,67,25,Panthers,2014,1427.5,
740,Brandon Williams,7876,SEA,TE,11.0,0,66.7,,0,0,1,0.0,0,2,29,0,68.3,80.4,62.3,47.8,66.3,82.0,50,0,20,44.3,27,61,3,2,54.1,33,9.8,6,107.6,3,0,4.9,3,36,9,4.5,18.0,1.09,27,96,59,Seahawks,2016,3675.7,
829,Brandon Williams,7876,IND,TE,5.1,4,86.7,66.7,2,3,2,7.1,1,4,14,0,63.2,72.3,57.8,59.2,64.0,70.5,86,0,32,31.1,38,122,3,13,65.6,80,26.2,32,100.3,15,0,2.5,3,121,77,5.9,9.3,1.51,38,172,121,Colts,2017,6993.799999999999,
1699,Brayden Willis,77917,SF,TE,5.5,0,0.0,0.0,0,2,0,100.0,1,0,28,0,27.9,,32.8,20.4,38.2,45.5,5,0,0,18.2,2,11,0,0,81.8,9,54.5,6,39.6,2,0,0.0,0,0,0,,,0.0,2,14,11,49ers,2024,360.79999999999995,
1702,Brenden Bates,53746,CLV,TE,-2.0,0,0.0,,0,0,0,,0,0,8,0,,,44.2,81.6,48.3,76.5,13,0,0,29.4,5,17,0,0,70.6,12,11.8,2,39.6,1,0,11.8,2,0,0,,,0.0,5,24,17,Browns,2024,751.4000000000001,
13,Brent Celek,3778,PHI,TE,9.2,9,57.1,,0,0,0,12.0,6,25,24,0,50.3,79.3,64.5,70.1,59.5,78.5,453,2,65,22.9,132,577,7,44,73.3,423,15.8,91,85.2,77,4,4.0,23,536,252,5.7,12.2,1.27,132,338,567,Eagles,2010,36571.5,
116,Brent Celek,3778,PHI,TE,7.1,10,66.0,,0,0,0,8.8,6,35,24,0,58.7,80.5,79.5,68.1,80.1,81.1,482,5,73,25.3,150,594,1,62,71.7,426,11.3,67,88.6,94,5,4.2,25,811,498,8.0,13.1,1.9,150,351,574,Eagles,2011,45633.0,
228,Brent Celek,3778,PHI,TE,7.2,4,68.7,,0,0,0,12.3,8,33,24,1,44.4,41.8,71.5,64.0,68.2,75.6,411,5,34,23.3,127,544,1,57,72.2,393,18.2,99,72.6,83,1,4.2,23,684,337,5.9,12.0,1.74,127,318,533,Eagles,2012,38109.5,
346,Brent Celek,3778,PHI,TE,8.6,5,68.0,,0,0,1,8.1,3,24,24,1,62.1,28.6,78.8,70.7,70.8,66.4,294,2,42,19.6,87,443,2,34,75.2,333,26.9,119,124.8,50,6,2.9,13,518,292,8.6,15.2,1.56,87,443,426,Eagles,2013,33568.799999999996,
456,Brent Celek,3778,PHI,TE,7.9,2,68.1,,0,0,0,3.0,1,17,24,1,78.9,28.0,76.7,66.8,59.9,75.0,288,2,37,18.5,71,384,0,32,77.9,299,18.8,72,78.3,47,1,4.4,17,340,143,4.5,10.6,1.14,71,431,377,Eagles,2014,28915.9,
577,Brent Celek,3778,PHI,TE,9.2,1,84.4,,0,0,0,0.0,0,21,24,1,86.5,26.4,83.2,57.5,78.5,76.6,203,2,60,14.3,38,265,2,27,81.1,215,17.4,46,123.7,32,3,4.5,12,398,179,6.6,14.7,1.85,38,337,261,Eagles,2015,21715.2,
701,Brent Celek,3778,PHI,TE,5.5,2,82.4,100.0,2,2,1,6.7,1,7,24,1,67.5,23.4,65.4,63.4,61.8,74.2,141,1,24,29.5,56,190,2,14,66.3,126,22.6,43,80.1,17,0,2.1,4,155,93,6.6,11.1,1.23,56,253,188,Eagles,2016,12295.2,
811,Brent Celek,3778,PHI,TE,5.6,0,56.0,0.0,0,5,0,6.7,1,7,24,0,64.7,74.0,53.1,65.8,53.3,82.5,207,0,28,31.1,78,251,3,14,61.8,155,13.5,34,84.8,25,1,2.4,6,136,93,6.6,9.7,0.88,78,289,247,Eagles,2017,13115.7,
1556,Brenton Strange,101694,JAX,TE,6.3,1,55.6,,0,0,1,0.0,0,2,15,0,73.4,68.0,48.6,55.8,50.7,44.4,55,0,17,27.4,34,124,5,5,68.5,85,39.5,49,101.6,9,1,11.3,14,35,30,6.0,7.0,0.41,34,183,118,Jaguars,2023,5734.8,
1624,Brenton Strange,101694,JAX,TE,7.4,9,74.1,45.5,5,11,1,4.8,2,21,15,1,75.5,30.4,66.0,53.6,68.2,39.4,130,0,30,12.1,40,330,3,40,83.6,276,43.3,143,107.9,54,2,14.2,47,411,189,4.7,10.3,1.49,40,246,320,Jaguars,2024,21120.0,
1284,Brevin Jordan,77887,HST,TE,6.6,4,71.4,57.1,4,7,1,0.0,0,10,13,0,84.1,74.6,66.6,77.5,69.3,70.3,116,0,27,6.7,11,165,3,20,90.3,149,22.4,37,123.8,28,3,4.8,8,178,100,5.0,8.9,1.19,11,67,161,Texans,2021,10722.599999999999,
1404,Brevin Jordan,77887,HST,TE,7.7,2,51.9,50.0,2,4,0,6.7,1,7,13,0,64.4,72.7,53.7,55.3,58.9,51.2,86,2,20,12.5,21,168,2,14,83.9,141,31.0,52,34.2,27,0,14.9,25,128,78,5.6,9.1,0.91,21,103,163,Texans,2022,8753.1,
1534,Brevin Jordan,77887,HST,TE,5.4,2,85.7,,0,0,0,5.3,1,14,13,0,68.7,73.9,69.9,61.9,74.8,62.6,119,0,76,14.2,27,190,2,18,82.1,156,24.7,47,158.3,21,3,9.5,18,295,205,11.4,16.4,1.89,27,135,184,Texans,2023,12861.6,
1696,Brevin Jordan,77887,HST,TE,-0.7,0,66.7,,0,0,0,0.0,0,1,13,0,68.3,64.0,65.7,59.0,61.1,70.8,17,0,4,20.8,5,24,0,2,75.0,18,8.3,2,70.1,3,0,16.7,4,7,4,2.0,3.5,0.39,5,43,23,Texans,2024,1511.1000000000001,
1661,Brevyn Spann-Ford,84006,DAL,TE,6.6,1,64.3,0.0,0,3,0,0.0,0,6,9,0,77.3,70.6,53.7,71.1,53.9,48.0,71,0,18,8.8,13,148,2,9,81.8,121,43.9,65,81.8,14,0,6.8,10,88,51,5.7,9.8,0.73,13,156,146,Cowboys,2024,7840.200000000001,
502,Brian Leonhardt,8083,OAK,TE,6.6,0,75.0,,0,0,0,0.0,0,2,23,0,74.6,68.8,54.9,73.9,49.0,84.1,90,0,12,28.0,30,107,1,6,67.3,72,11.2,12,122.4,8,1,3.7,4,35,9,1.5,5.8,0.49,30,117,106,Raiders,2014,5819.4,
640,Brian Leonhardt,8083,SF,TE,3.0,0,100.0,,0,0,0,0.0,0,0,28,0,64.7,61.2,57.3,24.5,55.2,80.0,8,0,4,40.0,4,10,0,1,50.0,5,20.0,2,83.3,1,0,0.0,0,4,1,1.0,4.0,0.8,4,15,10,49ers,2015,573.0,
643,Brian Parker,10135,KC,TE,-2.0,0,100.0,,0,0,0,0.0,0,0,16,0,64.7,61.2,66.5,72.2,48.1,62.5,20,0,6,15.6,5,32,1,1,84.4,27,15.6,5,91.7,1,0,21.9,7,6,8,8.0,6.0,0.22,5,51,32,Chiefs,2015,2128.0,
956,Brian Parker,10135,DEN,TE,3.9,1,62.5,0.0,0,1,0,0.0,0,2,10,0,74.6,68.8,61.8,43.0,53.7,56.7,51,1,11,16.7,15,90,3,5,76.7,69,23.3,21,31.8,8,0,14.4,13,33,29,5.8,6.6,0.48,15,57,85,Broncos,2018,5253.0,
1594,Brock Bowers,146715,LV,TE,6.6,4,75.7,53.3,16,30,0,3.4,4,61,23,0,89.7,84.8,85.1,51.6,88.4,26.4,175,5,57,5.0,33,664,1,112,89.2,592,54.7,363,95.9,148,5,17.5,116,1194,596,5.3,10.7,2.02,33,287,654,Raiders,2024,55655.399999999994,63.87200504413618
1299,Brock Wright,60994,DET,TE,4.4,0,70.6,33.3,1,3,0,7.7,1,6,11,0,61.8,71.9,53.5,35.5,64.8,60.3,73,1,36,23.1,28,121,4,12,73.6,89,29.8,36,104.3,17,2,7.4,9,117,68,5.7,9.8,1.31,28,184,118,Lions,2021,6313.0,
1407,Brock Wright,60994,DET,TE,3.3,0,78.3,100.0,1,1,0,14.3,3,13,11,0,43.3,73.9,54.2,56.7,63.6,71.3,184,0,51,29.8,77,258,2,18,65.1,168,15.1,39,145.4,23,4,11.6,30,216,167,9.3,12.0,1.29,77,333,253,Lions,2022,13712.6,
1543,Brock Wright,60994,DET,TE,2.7,1,93.3,,0,0,0,6.7,1,3,11,0,64.7,72.7,48.0,64.0,50.1,65.4,140,0,29,26.2,56,214,0,14,72.4,155,15.0,32,122.2,15,1,17.3,37,120,78,5.6,8.6,0.77,56,263,209,Lions,2023,10032.0,
1658,Brock Wright,60994,DET,TE,5.2,1,81.3,,0,0,0,0.0,0,7,11,0,80.0,72.3,52.0,57.7,52.9,74.4,186,1,16,26.4,66,250,3,13,71.2,178,11.6,29,106.3,16,2,8.0,20,100,75,5.8,7.7,0.56,66,348,235,Lions,2024,12220.0,
69,Brody Eldridge,5685,IND,TE,7.8,0,55.6,,0,0,0,16.7,1,1,14,0,45.8,68.0,54.5,62.4,39.4,97.6,120,1,10,45.5,56,123,2,5,54.5,67,2.4,3,26.9,9,0,0.0,0,39,18,3.6,7.8,0.58,56,187,123,Colts,2010,6703.5,
173,Brody Eldridge,5685,IND,TE,3.5,0,90.0,,0,0,0,10.0,1,2,14,0,57.0,70.6,56.4,46.6,53.5,93.3,98,0,8,57.1,60,105,4,9,42.9,45,1.9,2,85.4,10,0,0.0,0,45,14,1.6,5.0,1.0,60,183,100,Colts,2011,5640.0,
1356,Brycen Hopkins,47338,LA,TE,3.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,61.2,52.4,75.3,59.1,52.6,10,0,9,15.8,3,19,0,1,68.4,13,15.8,3,104.2,1,0,31.6,6,9,6,6.0,9.0,0.69,3,40,19,Rams,2021,995.6,
1438,Brycen Hopkins,47338,LA,TE,10.6,0,63.6,100.0,1,1,0,0.0,0,5,26,0,75.6,69.5,63.6,57.7,64.0,55.8,53,0,22,6.3,6,95,1,7,90.5,86,10.5,10,96.4,11,0,31.6,30,109,31,4.4,15.6,1.27,6,78,93,Rams,2022,5914.8,
1562,Brycen Hopkins,47338,LA,TE,8.4,1,71.4,,0,0,0,0.0,0,3,26,0,73.4,68.0,68.0,56.7,70.5,55.2,32,0,29,6.9,4,58,1,5,89.7,52,27.6,16,108.0,7,0,15.5,9,78,33,6.6,15.6,1.5,4,38,57,Rams,2023,3876.0,
506,C.J. Fiedorowicz,8700,HST,TE,7.4,1,57.1,,0,0,1,0.0,0,1,13,0,72.1,67.0,50.1,64.9,49.1,72.0,136,0,9,37.0,70,189,6,4,57.1,108,22.8,43,106.0,7,1,3.2,6,28,10,2.5,7.0,0.26,70,283,185,Texans,2014,9268.5,
586,C.J. Fiedorowicz,8700,HST,TE,4.8,0,75.0,,0,0,0,5.3,1,9,13,1,62.3,23.6,62.6,78.7,48.5,58.0,182,1,25,28.7,90,314,4,18,69.1,217,28.3,89,90.3,24,1,11.8,37,168,78,4.3,9.3,0.77,90,359,308,Texans,2015,19280.8,
653,C.J. Fiedorowicz,8700,HST,TE,7.6,6,64.8,100.0,1,1,1,13.2,9,33,13,1,51.1,43.3,78.5,78.9,78.5,51.9,207,2,26,14.3,57,399,3,59,81.2,324,42.1,168,94.1,91,5,5.0,20,630,229,3.9,10.7,1.94,57,387,395,Texans,2016,31007.5,
816,C.J. Fiedorowicz,8700,HST,TE,9.2,0,66.7,,0,0,0,12.5,2,7,13,0,49.8,72.7,59.8,65.7,58.7,31.8,42,2,15,9.8,13,132,1,14,83.3,110,55.3,73,43.3,21,0,10.6,14,127,32,2.3,9.1,1.15,13,97,129,Texans,2017,7714.2,
641,C.J. Uzomah,9590,CIN,TE,2.0,1,100.0,,0,0,0,0.0,0,1,7,0,64.7,61.2,56.1,76.5,64.7,68.4,13,0,4,36.8,7,19,0,1,57.9,11,5.3,1,83.3,1,0,10.5,2,4,2,2.0,4.0,0.36,7,30,16,Bengals,2015,897.6,
680,C.J. Uzomah,9590,CIN,TE,7.2,3,67.6,66.7,2,3,0,13.8,4,14,7,0,43.3,75.5,63.0,56.4,63.3,53.5,145,1,54,14.4,39,271,2,25,81.9,222,32.5,88,82.5,37,1,10.0,27,234,98,3.9,9.4,1.05,39,140,260,Bengals,2016,16380.0,
832,C.J. Uzomah,9590,CIN,TE,5.5,1,76.9,100.0,1,1,0,16.7,2,6,7,0,58.5,71.1,68.1,72.0,58.0,64.1,59,0,21,15.2,14,92,1,10,81.5,75,22.8,21,121.3,13,1,5.4,5,92,51,5.1,9.2,1.23,14,119,85,Bengals,2017,5788.499999999999,
888,C.J. Uzomah,9590,CIN,TE,7.8,3,68.3,53.8,7,13,1,8.5,4,21,7,0,52.6,78.4,56.8,56.3,54.4,42.6,232,0,29,10.1,55,545,5,43,82.6,450,44.2,241,103.9,63,3,8.6,47,439,201,4.7,10.2,0.98,55,294,520,Bengals,2018,29536.0,
1031,C.J. Uzomah,9590,CIN,TE,4.4,2,75.0,25.0,1,4,0,6.9,2,12,7,0,65.0,75.9,49.4,55.8,52.6,75.7,256,0,36,21.9,74,338,1,27,75.1,254,10.4,35,111.1,36,2,10.7,36,242,130,4.8,9.0,0.95,74,306,327,Bengals,2019,16153.8,
1187,C.J. Uzomah,9590,CIN,TE,9.3,0,72.7,50.0,1,2,1,0.0,0,6,7,0,76.5,70.1,58.8,75.3,61.2,59.7,43,0,23,5.6,4,72,2,8,90.3,65,27.8,20,125.9,11,1,12.5,9,87,32,4.0,10.9,1.34,4,24,72,Bengals,2020,4233.599999999999,
1258,C.J. Uzomah,9590,CIN,TE,4.7,10,79.0,50.0,3,6,0,7.5,4,24,7,0,63.8,79.1,62.0,66.6,59.8,55.4,291,1,55,7.8,41,525,0,49,87.8,461,25.3,133,120.0,62,5,14.1,74,493,298,6.1,10.1,1.07,41,276,498,Bengals,2021,30876.0,
1405,C.J. Uzomah,9590,NYJ,TE,6.6,4,80.8,100.0,4,4,0,4.5,1,10,22,0,71.3,74.6,62.3,53.1,60.8,62.0,165,0,40,14.3,38,266,2,21,84.6,225,27.1,72,129.5,26,2,9.8,26,232,109,5.2,11.0,1.03,38,261,263,Jets,2022,16384.899999999998,
1547,C.J. Uzomah,9590,NYJ,TE,9.1,2,61.5,50.0,1,2,0,11.1,1,5,22,0,56.7,70.6,66.4,48.9,60.0,73.1,98,0,19,17.2,23,134,3,8,76.9,103,17.9,24,97.6,13,1,8.2,11,58,31,3.9,7.3,0.56,23,106,133,Jets,2023,8831.2,
1375,Cade Otton,61071,TB,TE,5.8,2,66.7,16.7,1,6,0,6.7,3,19,30,0,62.0,79.3,56.6,78.3,55.3,40.2,210,0,35,5.0,26,522,3,42,89.1,465,47.9,250,94.1,63,2,11.3,59,391,188,4.5,9.3,0.84,26,283,519,Buccaneers,2022,29375.4,
1490,Cade Otton,61071,TB,TE,6.8,6,69.8,41.2,7,17,0,6.3,4,31,30,1,71.1,80.6,56.8,47.4,58.8,40.1,304,2,27,7.8,59,758,3,60,85.9,651,41.7,316,99.5,86,5,16.9,128,610,308,5.1,10.2,0.94,59,435,748,Buccaneers,2023,42486.4,
1603,Cade Otton,61071,TB,TE,5.8,13,70.9,58.8,10,17,0,10.3,7,33,30,2,52.4,25.9,64.1,62.0,63.1,50.4,289,3,44,10.5,60,573,4,61,84.3,483,33.3,191,92.8,86,4,16.2,93,632,331,5.4,10.4,1.31,60,326,573,Buccaneers,2024,36729.299999999996,
1643,Cade Stover,101486,HST,TE,4.9,2,76.0,0.0,0,4,0,9.5,2,6,13,0,56.9,74.1,52.1,23.8,51.7,68.8,141,0,27,19.5,40,205,5,19,77.1,158,15.1,31,105.6,25,1,9.8,20,161,115,6.1,8.5,1.02,40,230,192,Texans,2024,10003.2,
1685,Cam Grandy,134552,CIN,TE,2.2,0,100.0,,0,0,0,0.0,0,1,7,0,73.4,68.0,63.5,74.9,71.0,55.6,20,0,9,13.9,5,36,3,5,83.3,30,25.0,9,90.0,5,0,13.9,5,28,17,3.4,5.6,0.93,5,39,34,Bengals,2024,2159.0,
535,Cameron Brate,9207,TB,TE,16.0,0,100.0,,0,0,0,0.0,0,1,30,0,64.7,61.2,64.3,,63.5,42.9,6,0,17,0.0,0,14,0,1,100.0,14,35.7,5,118.8,1,0,14.3,2,17,1,1.0,17.0,1.21,0,29,13,Buccaneers,2014,835.9,
579,Cameron Brate,9207,TB,TE,10.8,0,76.7,,0,0,2,0.0,0,14,30,0,85.7,75.5,66.8,63.7,67.0,22.9,53,1,46,3.9,9,231,3,23,89.2,206,63.6,147,125.4,30,3,12.1,28,288,52,2.3,12.5,1.4,9,107,228,Buccaneers,2015,15230.4,
660,Cameron Brate,9207,TB,TE,10.1,3,73.1,60.0,3,5,0,3.4,2,40,30,1,82.5,41.8,80.5,74.8,81.1,27.5,129,0,38,5.8,27,469,0,57,85.9,403,60.8,285,132.4,78,8,9.8,46,660,148,2.6,11.6,1.64,27,236,460,Buccaneers,2016,37030.0,
