player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0034381,27.0,50120.0,30.033243396248228,2024,Eagles,0.2151322403,85.70%,Josh Sweat,ED,775.0,19.0,7.0,1.0,0.0,0.0,24.0,0.0,71.0,79.0,67.9,66.4,75.0,9.0,42.0,5.0,2.0,1.0,8.0,510.0,227.0,766.0,743.0,23.0,28.0,31.0,2.0,59.0,55025.0,MISSING
00-0037592,25.0,MISSING,0.0,2024,Eagles,0.2151322403,85.70%,David Anenih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033445,29.0,51674.0,0.0,2024,Eagles,0.2151322403,85.70%,Nicholas Morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039707,24.0,MISSING,0.0,2024,Eagles,0.2151322403,85.70%,Dallas Gant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038489,24.0,MISSING,0.0,2024,Eagles,0.2151322403,85.70%,Ben VanSumeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039733,22.0,MISSING,299.88632631373446,2024,Falcons,-0.03880498761,47.10%,Ruke Orhorhoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038980,23.0,MISSING,146.67122621801738,2024,Falcons,-0.03880498761,47.10%,Zach Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039859,23.0,MISSING,104.6590573705788,2024,Falcons,-0.03880498761,47.10%,Brandon Dorlus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036948,25.0,56868.0,49.505499943184375,2024,Falcons,-0.03880498761,47.10%,Ta'Quon Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036341,26.0,42993.0,45.29164282466554,2024,Falcons,-0.03880498761,47.10%,Khalid Kareem,ED,32.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,79.1,76.5,72.3,72.7,75.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,18.0,32.0,30.0,2.0,2.0,3.0,0.0,3.0,2531.2,MISSING
00-0031551,30.0,9472.0,42.00982937118573,2024,Falcons,-0.03880498761,47.10%,Eddie Goldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034320,28.0,48404.0,30.68259632123069,2024,Falcons,-0.03880498761,47.10%,Kentavius Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033051,31.0,10754.0,18.418520779255516,2024,Falcons,-0.03880498761,47.10%,David Onyemata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036351,27.0,48455.0,12.863498773824317,2024,Falcons,-0.03880498761,47.10%,James Smith-Williams,ED,306.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,60.9,86.6,52.0,57.0,71.2,1.0,2.0,5.0,1.0,0.0,1.0,129.0,149.0,302.0,286.0,11.0,11.0,12.0,6.0,4.0,18635.4,MISSING
00-0031583,31.0,9570.0,11.34144300643893,2024,Falcons,-0.03880498761,47.10%,Grady Jarrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036204,27.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Lacale London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034612,28.0,48452.0,0.0,2024,Falcons,-0.03880498761,47.10%,Demone Harris,ED,216.0,9.0,4.0,0.0,0.0,0.0,2.0,0.0,63.0,57.7,48.7,69.0,78.8,1.0,1.0,0.0,0.0,1.0,0.0,110.0,69.0,210.0,179.0,22.0,4.0,5.0,1.0,2.0,13608.0,MISSING
00-0039609,22.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Kyler Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037660,25.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Prince Emili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039175,25.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Junior Aho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038116,25.0,MISSING,233.3645728251735,2024,Falcons,-0.03880498761,47.10%,Arnold Ebiketie,ED,543.0,17.0,5.0,1.0,0.0,0.0,2.0,1.0,68.2,60.1,68.1,57.5,79.5,7.0,26.0,3.3,1.0,2.0,6.0,336.0,150.0,539.0,533.0,4.0,21.0,24.0,1.0,39.0,37032.6,MISSING
00-0037810,25.0,MISSING,169.57901549602798,2024,Falcons,-0.03880498761,47.10%,Troy Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039837,23.0,MISSING,164.45765423170616,2024,Falcons,-0.03880498761,47.10%,Bralen Trice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034743,28.0,50213.0,140.91376371398923,2024,Falcons,-0.03880498761,47.10%,Rashaan Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037808,25.0,MISSING,121.0490715800535,2024,Falcons,-0.03880498761,47.10%,DeAngelo Malone,ED,93.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,36.1,18.9,56.9,27.2,36.5,1.0,3.0,37.5,3.0,1.0,2.0,60.0,11.0,77.0,77.0,0.0,4.0,4.0,1.0,6.0,3357.3,MISSING
00-0039370,24.0,MISSING,70.79743987505623,2024,Falcons,-0.03880498761,47.10%,JD Bertrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034360,28.0,50126.0,67.447015589021,2024,Falcons,-0.03880498761,47.10%,Lorenzo Carter,ED,410.0,13.0,9.0,0.0,0.0,1.0,2.0,0.0,43.0,50.6,47.3,53.6,61.2,3.0,4.0,10.5,4.0,2.0,0.0,150.0,190.0,398.0,395.0,3.0,13.0,25.0,2.0,7.0,17630.0,MISSING
00-0032415,32.0,10780.0,13.859409404827089,2024,Falcons,-0.03880498761,47.10%,Matthew Judon,ED,655.0,17.0,7.0,3.0,0.0,0.0,2.0,0.0,43.0,30.6,53.9,53.6,48.3,3.0,16.0,14.6,6.0,5.0,6.0,328.0,240.0,637.0,621.0,11.0,21.0,28.0,3.0,25.0,28165.0,MISSING
00-0035316,29.0,51485.0,7.908796931419483,2024,Falcons,-0.03880498761,47.10%,Kaden Elliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037571,26.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Storey Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037587,25.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Nate Landman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037213,25.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Kehinde Oginni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034801,28.0,49023.0,0.0,2024,Falcons,-0.03880498761,47.10%,Josh Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038437,23.0,MISSING,0.0,2024,Falcons,-0.03880498761,47.10%,Donavan Mutin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035683,26.0,25991.0,214.94050456410807,2024,Giants,-0.1729829461,17.70%,Dexter Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036289,26.0,44526.0,184.9503659217073,2024,Giants,-0.1729829461,17.70%,Ross Blacklock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036552,24.0,81959.0,174.10015454328868,2024,Giants,-0.1729829461,17.70%,Azeez Ojulari,ED,391.0,11.0,8.0,0.0,0.0,0.0,21.0,1.0,56.4,70.9,54.6,60.1,30.6,3.0,12.0,31.0,9.0,1.0,7.0,196.0,189.0,384.0,381.0,1.0,14.0,12.0,2.0,22.0,22052.4,MISSING
00-0037260,24.0,MISSING,55.31933746765175,2024,Giants,-0.1729829461,17.70%,D.J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034992,28.0,27844.0,19.007645765689563,2024,Giants,-0.1729829461,17.70%,Armon Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038506,26.0,MISSING,14.536841590789882,2024,Giants,-0.1729829461,17.70%,Jordon Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031957,31.0,9650.0,3.5829215128804246,2024,Giants,-0.1729829461,17.70%,Rakeem Nunez-Roches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037585,26.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Timmy Horne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037051,26.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Elijah Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039510,25.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Casey Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039764,23.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Elijah Chatman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038653,25.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Cory Durden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037611,23.0,MISSING,544.8243619564457,2024,Giants,-0.1729829461,17.70%,Kayvon Thibodeaux,ED,593.0,12.0,3.0,0.0,1.0,1.0,21.0,0.0,69.0,25.2,72.0,65.6,29.1,9.0,23.0,27.6,8.0,6.0,6.0,358.0,228.0,590.0,588.0,1.0,20.0,18.0,4.0,38.0,40917.0,MISSING
00-0036356,26.0,42451.0,389.3134829268642,2024,Giants,-0.1729829461,17.70%,Isaiah Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035713,26.0,44522.0,220.68387663875583,2024,Giants,-0.1729829461,17.70%,Brian Burns,ED,865.0,17.0,13.0,4.0,1.0,2.0,21.0,0.0,79.2,74.0,82.9,61.8,59.5,10.0,42.0,11.6,8.0,3.0,9.0,464.0,356.0,837.0,835.0,2.0,42.0,48.0,10.0,61.0,68508.0,MISSING
00-0036553,26.0,44320.0,146.43778565909616,2024,Giants,-0.1729829461,17.70%,Carlos Basham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035687,28.0,50954.0,66.97916698941678,2024,Giants,-0.1729829461,17.70%,Bobby Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037259,24.0,MISSING,56.20267655894157,2024,Giants,-0.1729829461,17.70%,Micah McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039829,23.0,MISSING,42.36358099700373,2024,Giants,-0.1729829461,17.70%,Darius Muasau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037285,25.0,MISSING,35.541506279948266,2024,Giants,-0.1729829461,17.70%,Darrian Beavers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036402,27.0,43498.0,15.915432334395764,2024,Giants,-0.1729829461,17.70%,Carter Coughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036922,26.0,56460.0,13.331514496464909,2024,Giants,-0.1729829461,17.70%,Patrick Johnson,ED,47.0,6.0,3.0,0.0,0.0,0.0,21.0,0.0,50.2,78.8,55.5,50.0,27.1,1.0,0.0,33.3,2.0,0.0,0.0,18.0,28.0,46.0,46.0,0.0,1.0,1.0,0.0,1.0,2359.4,MISSING
00-0034999,28.0,30242.0,9.862662488597374,2024,Giants,-0.1729829461,17.70%,Ty Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034424,28.0,38526.0,8.22386724592764,2024,Giants,-0.1729829461,17.70%,Matthew Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037447,26.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Tomon Fox,ED,207.0,10.0,6.0,0.0,0.0,0.0,21.0,0.0,62.2,84.1,60.6,63.9,29.0,2.0,0.0,26.7,4.0,0.0,1.0,85.0,110.0,185.0,183.0,2.0,5.0,5.0,1.0,3.0,12875.4,MISSING
00-0039556,23.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Trey Kiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038479,23.0,MISSING,0.0,2024,Giants,-0.1729829461,17.70%,Dyontae Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037235,23.0,MISSING,818.7307530779818,2024,Jaguars,-0.155612123,23.50%,Travon Walker,ED,911.0,17.0,15.0,0.0,0.0,2.0,15.0,1.0,68.2,55.1,65.1,69.2,44.1,6.0,40.0,20.0,12.0,5.0,10.0,555.0,340.0,911.0,876.0,28.0,35.0,33.0,3.0,56.0,62130.2,MISSING
00-0035642,27.0,50235.0,301.44152746656005,2024,Jaguars,-0.155612123,23.50%,Josh Hines-Allen,ED,821.0,16.0,9.0,1.0,0.0,1.0,15.0,1.0,82.7,50.9,83.4,70.1,61.6,8.0,46.0,11.6,5.0,5.0,9.0,489.0,313.0,818.0,770.0,37.0,27.0,29.0,2.0,63.0,67896.7,MISSING
00-0039889,21.0,MISSING,242.25256715303067,2024,Jaguars,-0.155612123,23.50%,Maason Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036262,27.0,28072.0,111.753740372635,2024,Jaguars,-0.155612123,23.50%,Davon Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039743,22.0,MISSING,95.54220204900987,2024,Jaguars,-0.155612123,23.50%,Jordan Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034774,28.0,48727.0,92.06987763029323,2024,Jaguars,-0.155612123,23.50%,Breeland Speaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038940,24.0,MISSING,73.86985889554606,2024,Jaguars,-0.155612123,23.50%,Tyler Lacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032164,30.0,9450.0,64.7388358801976,2024,Jaguars,-0.155612123,23.50%,Arik Armstead,ED,569.0,17.0,2.0,1.0,2.0,0.0,15.0,0.0,68.7,42.4,70.0,61.9,45.6,5.0,29.0,16.7,5.0,4.0,2.0,380.0,187.0,567.0,335.0,153.0,19.0,23.0,1.0,36.0,39090.3,MISSING
00-0037274,25.0,MISSING,44.52626923923359,2024,Jaguars,-0.155612123,23.50%,Esezi Otomewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036505,26.0,44173.0,21.21372214462239,2024,Jaguars,-0.155612123,23.50%,Jonathan Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039425,24.0,MISSING,17.536784140969164,2024,Jaguars,-0.155612123,23.50%,Myles Cole,ED,135.0,8.0,4.0,0.0,0.0,0.0,15.0,0.0,34.0,85.5,44.9,38.4,27.1,0.0,1.0,33.3,4.0,1.0,0.0,58.0,72.0,134.0,127.0,6.0,2.0,4.0,1.0,1.0,4590.0,MISSING
00-0033582,30.0,11960.0,8.156691407759888,2024,Jaguars,-0.155612123,23.50%,Jeremiah Ledbetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037061,25.0,MISSING,0.0,2024,Jaguars,-0.155612123,23.50%,De'Shaan Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035903,27.0,27949.0,0.0,2024,Jaguars,-0.155612123,23.50%,Joe Gaziano,ED,38.0,3.0,1.0,0.0,0.0,0.0,15.0,0.0,48.8,80.0,42.5,58.7,44.1,0.0,1.0,0.0,0.0,0.0,0.0,17.0,21.0,38.0,34.0,4.0,1.0,3.0,0.0,1.0,1854.4,MISSING
00-0038666,25.0,MISSING,0.0,2024,Jaguars,-0.155612123,23.50%,DJ Coleman,ED,12.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0,54.7,91.3,54.4,53.9,73.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,656.4000000000001,MISSING
00-0037244,25.0,MISSING,283.85813845797065,2024,Jaguars,-0.155612123,23.50%,Devin Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037811,25.0,MISSING,141.92391679102278,2024,Jaguars,-0.155612123,23.50%,Chad Muma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038570,25.0,MISSING,81.87631224757715,2024,Jaguars,-0.155612123,23.50%,Ventrell Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036368,27.0,35997.0,78.68570836091402,2024,Jaguars,-0.155612123,23.50%,Tanner Muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038580,24.0,MISSING,69.07761291576324,2024,Jaguars,-0.155612123,23.50%,Yasir Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034413,29.0,24904.0,12.028195157829574,2024,Jaguars,-0.155612123,23.50%,Foyesade Oluokun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036704,26.0,12488.0,0.0,2024,Jaguars,-0.155612123,23.50%,Caleb Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035363,27.0,39382.0,0.0,2024,Jaguars,-0.155612123,23.50%,Joe Giles-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039585,23.0,MISSING,0.0,2024,Jaguars,-0.155612123,23.50%,Kalen DeLoach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035718,26.0,44216.0,376.3039083400008,2024,Jets,-0.02455557428,29.40%,Quinnen Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036260,26.0,56834.0,315.77825543063454,2024,Jets,-0.02455557428,29.40%,Javon Kinlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033870,29.0,11758.0,206.51996360465236,2024,Jets,-0.02455557428,29.40%,Solomon Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038099,26.0,MISSING,201.87982240825352,2024,Jets,-0.02455557428,29.40%,Phidarian Mathis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033540,28.0,11781.0,96.44943095082704,2024,Jets,-0.02455557428,29.40%,Takk McKinley,ED,130.0,7.0,3.0,0.0,0.0,0.0,22.0,0.0,50.0,39.8,57.7,49.4,29.9,1.0,4.0,20.0,2.0,1.0,1.0,67.0,60.0,129.0,123.0,5.0,4.0,5.0,1.0,6.0,6500.0,MISSING
00-0038107,27.0,MISSING,77.60693456381438,2024,Jets,-0.02455557428,29.40%,Micheal Clemons,ED,624.0,17.0,10.0,0.0,0.0,0.0,22.0,0.0,50.6,70.7,55.2,46.6,53.1,5.0,14.0,11.8,4.0,2.0,4.0,333.0,288.0,619.0,548.0,52.0,16.0,20.0,0.0,23.0,31574.4,MISSING
00-0036371,26.0,44614.0,65.75702950995716,2024,Jets,-0.02455557428,29.40%,Leki Fotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036379,25.0,43982.0,30.296564277472825,2024,Jets,-0.02455557428,29.40%,Bradlee Anae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036651,25.0,MISSING,24.56323747417671,2024,Jets,-0.02455557428,29.40%,Jaylen Twyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033963,29.0,11944.0,10.558311238661716,2024,Jets,-0.02455557428,29.40%,Tanzel Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034461,29.0,48759.0,0.0,2024,Jets,-0.02455557428,29.40%,Bruce Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035850,26.0,28668.0,0.0,2024,Jets,-0.02455557428,29.40%,Kameron Cline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039291,23.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Eric Watts,ED,231.0,14.0,5.0,0.0,0.0,0.0,22.0,0.0,66.1,87.2,46.1,72.1,78.5,0.0,5.0,0.0,0.0,0.0,0.0,102.0,129.0,231.0,215.0,9.0,6.0,9.0,1.0,5.0,15269.1,MISSING
00-0039281,MISSING,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Tyreek Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039284,23.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Braiden McGregor,ED,83.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,51.1,29.1,55.3,55.5,74.2,0.0,3.0,0.0,0.0,1.0,0.0,39.0,44.0,83.0,81.0,0.0,3.0,5.0,0.0,3.0,4241.3,MISSING
00-0039289,22.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Leonard Taylor III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039142,25.0,MISSING,413.9577795709173,2024,Jets,-0.02455557428,29.40%,Will McDonald IV,ED,756.0,17.0,8.0,3.0,1.0,0.0,22.0,1.0,59.4,46.2,73.9,39.5,28.7,12.0,38.0,34.4,11.0,5.0,11.0,462.0,276.0,740.0,720.0,15.0,19.0,13.0,2.0,61.0,44906.4,MISSING
00-0036614,25.0,57905.0,304.40198683285286,2024,Jets,-0.02455557428,29.40%,Jamin Davis,ED,107.0,8.0,2.0,0.0,0.0,0.0,22.0,0.0,51.1,27.8,58.0,62.5,55.3,0.0,3.0,12.5,2.0,1.0,1.0,46.0,50.0,85.0,83.0,0.0,9.0,12.0,1.0,4.0,5467.7,MISSING
00-0037663,25.0,MISSING,289.75010349144213,2024,Jets,-0.02455557428,29.40%,Jermaine Johnson,ED,82.0,2.0,2.0,0.0,0.0,0.0,22.0,0.0,41.7,0.0,62.3,40.4,27.1,0.0,7.0,37.5,3.0,2.0,0.0,46.0,35.0,82.0,80.0,1.0,3.0,3.0,1.0,7.0,3419.4,MISSING
00-0033875,29.0,11768.0,132.319509766743,2024,Jets,-0.02455557428,29.40%,Haason Reddick,ED,392.0,10.0,2.0,1.0,0.0,1.0,22.0,0.0,53.5,68.4,52.9,56.3,70.4,3.0,20.0,13.3,2.0,1.0,3.0,241.0,129.0,381.0,380.0,1.0,9.0,11.0,3.0,26.0,20972.0,MISSING
00-0037003,27.0,40313.0,115.73170992156206,2024,Jets,-0.02455557428,29.40%,Chazz Surratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035680,28.0,49779.0,59.80627177055973,2024,Jets,-0.02455557428,29.40%,Quincy Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036500,24.0,83175.0,50.85428474430284,2024,Jets,-0.02455557428,29.40%,Jamien Sherwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031296,32.0,8652.0,47.95970920577376,2024,Jets,-0.02455557428,29.40%,C.J. Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038399,24.0,MISSING,37.9700269496115,2024,Jets,-0.02455557428,29.40%,Zaire Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036769,25.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Anthony Hines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037526,25.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Marcelino McCrary-Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034902,31.0,15301.0,0.0,2024,Jets,-0.02455557428,29.40%,Sam Eguavoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039277,23.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Jimmy Ciarlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039288,24.0,MISSING,0.0,2024,Jets,-0.02455557428,29.40%,Jackson Sirmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0037236,24.0,MISSING,704.6462404834151,2024,Lions,0.2197285648,83.30%,Aidan Hutchinson,ED,280.0,5.0,5.0,0.0,0.0,1.0,11.0,0.0,94.9,68.2,95.0,70.6,70.4,8.0,29.0,15.4,2.0,1.0,8.0,198.0,77.0,280.0,280.0,0.0,12.0,6.0,0.0,45.0,26572.0,MISSING
00-0038096,24.0,MISSING,204.90528094751068,2024,Lions,0.2197285648,83.30%,Josh Paschal,ED,613.0,15.0,5.0,0.0,0.0,0.0,11.0,1.0,53.0,70.6,48.4,59.7,36.1,8.0,24.0,18.5,5.0,2.0,2.0,401.0,198.0,609.0,531.0,56.0,15.0,17.0,3.0,34.0,32489.0,MISSING
00-0036954,26.0,43679.0,201.3519295519833,2024,Lions,0.2197285648,83.30%,Levi Onwuzurike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036624,24.0,76996.0,125.26485695373412,2024,Lions,0.2197285648,83.30%,Alim McNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0038939,25.0,MISSING,111.52838007478388,2024,Lions,0.2197285648,83.30%,Brodric Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039396,21.0,MISSING,38.741576243708245,2024,Lions,0.2197285648,83.30%,Mekhi Wingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035265,28.0,88313.0,38.48642788473237,2024,Lions,0.2197285648,83.30%,John Cominsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031576,31.0,9555.0,13.336496282225736,2024,Lions,0.2197285648,83.30%,Za'Darius Smith,ED,655.0,18.0,5.0,1.0,1.0,0.0,11.0,0.0,71.7,57.5,76.6,54.9,28.3,7.0,50.0,34.2,13.0,4.0,10.0,445.0,193.0,629.0,549.0,58.0,18.0,20.0,2.0,67.0,46963.5,MISSING
00-0032424,30.0,10800.0,10.780115563260736,2024,Lions,0.2197285648,83.30%,D.J. Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033964,29.0,11951.0,9.516148366675514,2024,Lions,0.2197285648,83.30%,Al-Quadin Muhammad,ED,293.0,10.0,2.0,0.0,0.0,0.0,11.0,0.0,60.7,50.4,59.8,54.7,55.3,2.0,21.0,18.2,2.0,2.0,3.0,190.0,95.0,291.0,289.0,2.0,8.0,7.0,1.0,26.0,17785.100000000002,MISSING
00-0033595,30.0,12005.0,4.046411194846923,2024,Lions,0.2197285648,83.30%,Pat O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0036447,29.0,117753.0,0.0,2024,Lions,0.2197285648,83.30%,David Bada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035946,26.0,28430.0,0.0,2024,Lions,0.2197285648,83.30%,Myles Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035944,29.0,44597.0,0.0,2024,Lions,0.2197285648,83.30%,Jonah Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035063,29.0,MISSING,0.0,2024,Lions,0.2197285648,83.30%,Matt Betts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0039447,22.0,MISSING,0.0,2024,Lions,0.2197285648,83.30%,Nate Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
