,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
124,Kyle Moore,TB,ED,309,5040,7,5,0,0,0,30,2,43.4,62.1,57.6,38.4,42.4,1,8,15.0,3,1,0,150,155,309,2,244,9,12,0,9,Buccaneers,2010,13410.6,
125,Lawrence Sidbury,ATL,ED,4,5049,2,0,0,0,0,2,0,61.5,69.1,59.6,60.2,,0,0,,0,0,0,1,2,4,0,4,0,0,0,0,Falcons,2010,246.0,
126,Will Davis,ARZ,ED,246,5128,9,2,0,0,0,1,0,44.3,82.2,52.9,44.9,60.5,0,2,16.7,2,0,1,99,118,187,152,35,5,8,1,3,Cardinals,2010,10897.8,
127,Brad Jones,GB,ED,292,5142,6,8,0,0,0,12,0,46.9,83.8,57.0,49.3,83.4,3,5,0.0,0,0,0,115,113,247,245,2,7,17,2,8,Packers,2010,13694.8,
128,Robert Francois,GB,ED,80,5245,5,0,0,0,0,12,0,48.4,79.3,61.2,30.1,72.4,3,1,0.0,0,0,0,37,35,68,67,1,1,2,0,4,Packers,2010,3872.0,
129,Michael Bennett,TB,ED,423,5273,13,4,0,0,0,30,0,57.9,67.4,54.7,58.9,26.7,0,16,23.5,4,1,1,263,146,421,3,323,9,9,2,17,Buccaneers,2010,24491.7,
130,Marcus Benard,CLV,ED,348,5359,15,6,2,0,0,8,0,72.9,11.2,76.8,63.6,84.0,11,15,0.0,0,3,7,235,78,188,177,10,12,8,1,33,Browns,2010,25369.2,
131,James Holt,SD,ED,6,5364,1,0,0,0,0,27,0,65.4,64.0,,60.3,,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,Chargers,2010,392.40000000000003,
132,Tim Jamison,HST,ED,211,5400,10,4,0,0,0,13,0,66.5,81.3,67.0,59.5,75.1,1,8,0.0,0,0,1,112,97,210,1,202,7,9,1,10,Texans,2010,14031.5,
133,Brandon Graham,PHI,ED,472,5538,13,3,0,0,2,24,0,63.1,85.6,70.0,53.5,75.1,7,26,0.0,0,0,3,273,177,466,3,411,7,8,0,36,Eagles,2010,29783.2,
134,Jason Pierre-Paul,NYG,ED,397,5540,16,2,6,0,2,21,2,73.1,48.6,68.0,72.5,66.5,4,16,14.3,2,2,4,299,86,385,3,274,10,10,2,24,Giants,2010,29020.699999999997,
135,Derrick Morgan,TEN,ED,105,5541,4,0,1,0,0,31,0,68.1,79.0,71.7,54.8,26.8,0,7,40.0,2,1,2,60,41,102,0,101,4,3,0,9,Titans,2010,7150.499999999999,
136,Jerry Hughes,IND,ED,93,5556,9,0,0,0,0,14,0,47.8,0.0,53.0,60.8,71.0,0,2,0.0,0,2,0,57,36,93,0,93,4,4,1,2,Colts,2010,4445.4,
137,Koa Misi,MIA,ED,601,5565,16,10,1,1,0,17,2,71.7,70.6,65.0,75.9,57.0,7,20,9.5,4,1,5,271,224,479,280,198,17,28,4,32,Dolphins,2010,43091.700000000004,
138,Lamarr Houston,OAK,ED,721,5569,16,6,0,0,1,23,1,67.0,26.9,69.3,67.6,50.5,11,24,15.2,7,6,5,337,381,714,0,591,33,33,4,40,Raiders,2010,48307.0,
139,Jermaine Cunningham,NE,ED,575,5578,16,6,1,1,2,19,0,71.2,57.8,68.6,67.9,84.5,4,24,7.5,3,2,1,240,253,500,325,167,22,31,5,29,Patriots,2010,40940.0,
140,Carlos Dunlap,CIN,ED,281,5579,12,2,3,0,0,7,1,72.3,59.0,71.0,55.8,50.4,3,9,7.1,1,1,10,216,54,279,0,273,18,11,1,22,Bengals,2010,20316.3,
141,Mike Neal,GB,ED,79,5581,2,0,0,0,1,12,0,82.0,77.7,63.6,89.6,70.5,1,1,0.0,0,0,1,56,22,79,1,58,3,2,1,3,Packers,2010,6478.0,
142,Daniel Te'o-Nesheim,PHI,ED,110,5610,7,2,0,0,0,24,0,48.2,80.1,60.7,46.2,28.4,1,2,25.0,1,0,1,59,43,110,0,78,2,1,0,4,Eagles,2010,5302.0,
143,Everson Griffen,MIN,ED,65,5624,9,0,0,0,0,18,0,67.2,76.5,64.4,65.1,72.5,2,2,16.7,1,0,0,33,30,65,0,64,4,5,0,4,Vikings,2010,4368.0,
144,Corey Wootton,CHI,ED,99,5633,8,0,0,0,0,6,0,52.6,0.0,57.6,56.4,73.4,0,2,0.0,0,2,1,66,31,99,0,99,6,6,2,3,Bears,2010,5207.400000000001,
145,Eric Norwood,CAR,ED,46,5647,8,2,0,0,1,5,0,77.9,4.9,80.3,60.1,73.9,0,5,25.0,1,1,1,35,9,42,9,33,1,1,0,6,Panthers,2010,3583.4,
146,E.J. Wilson,SEA,ED,32,5650,2,0,0,0,0,29,0,53.1,76.0,52.7,56.4,66.8,0,0,0.0,0,0,0,20,12,32,0,3,0,1,0,0,Seahawks,2010,1699.2,
147,O'Brien Schofield,ARZ,ED,133,5653,9,0,0,0,0,1,1,50.7,78.5,59.9,40.4,77.8,3,1,25.0,1,0,2,62,53,90,39,49,5,3,1,6,Cardinals,2010,6743.1,
148,Larry Hart,JAX,ED,203,5666,14,1,1,1,0,15,0,54.0,0.0,63.7,41.6,28.4,2,13,28.6,2,3,2,165,27,196,0,187,5,4,0,17,Jaguars,2010,10962.0,
149,Hall Davis,TEN,ED,13,5672,1,0,0,0,0,31,0,47.7,71.5,53.7,53.5,,0,0,,0,0,0,9,4,13,0,13,0,0,0,0,Titans,2010,620.1,
150,Austen Lane,JAX,ED,307,5676,11,1,0,1,0,15,0,52.0,39.0,64.8,49.9,75.4,2,11,0.0,0,2,0,140,155,303,0,298,9,16,2,13,Jaguars,2010,15964.0,
151,Stevenson Sylvester,PIT,ED,36,5689,4,0,0,0,0,25,0,65.1,77.0,54.1,61.3,72.0,0,0,0.0,0,0,0,24,4,35,35,0,1,2,1,0,Steelers,2010,2343.6,
152,Greg Hardy,CAR,ED,391,5698,15,3,0,0,2,5,0,72.0,46.2,70.8,66.6,60.6,9,14,4.8,1,1,2,204,158,370,1,350,13,17,3,25,Panthers,2010,28152.0,
153,Arthur Moats,BUF,ED,386,5701,12,6,1,0,1,4,0,59.8,76.1,69.9,44.9,47.0,4,16,12.5,2,0,3,185,152,93,87,5,7,8,0,23,Bills,2010,23082.8,
154,Eugene Sims,SL,ED,97,5712,9,0,1,0,0,26,0,56.5,77.3,59.1,52.8,72.5,1,1,0.0,0,0,1,47,46,97,0,97,1,4,0,3,Rams,2010,5480.5,
155,Willie Young,DET,ED,7,5736,1,0,0,0,0,11,0,77.9,69.7,74.4,,,0,2,,0,0,0,7,0,7,0,7,0,0,0,2,Lions,2010,545.3000000000001,
156,George Selvie,SL,ED,310,5749,16,3,0,0,0,26,0,59.2,57.8,54.8,58.8,76.2,4,4,0.0,0,1,2,194,90,288,1,209,9,12,4,10,Rams,2010,18352.0,
157,Sean Lissemore,DAL,ED,9,5757,1,0,0,0,0,9,0,81.6,71.5,70.7,71.4,70.2,0,0,0.0,0,0,1,2,7,9,0,9,2,2,0,1,Cowboys,2010,734.4,
158,Dexter Davis,SEA,ED,80,5759,11,0,0,0,0,29,0,81.4,78.0,75.5,71.5,73.1,1,9,0.0,0,0,1,50,28,80,1,79,6,6,1,11,Seahawks,2010,6512.0,
159,Antonio Coleman,BUF,ED,56,5790,7,1,0,0,0,4,0,48.3,0.0,55.0,52.6,76.9,0,1,0.0,0,1,0,23,28,54,24,30,2,5,0,1,Bills,2010,2704.7999999999997,
160,Kevin Alexander,DEN,ED,6,5834,3,0,1,0,0,10,0,76.7,69.5,66.5,63.0,69.9,0,0,0.0,0,0,0,4,2,4,3,1,1,1,0,0,Broncos,2010,460.20000000000005,
161,Barry Turner,DET,ED,22,5900,2,0,0,0,0,11,0,64.4,73.4,52.2,60.4,67.4,0,0,0.0,0,0,0,12,9,22,0,22,1,1,0,0,Lions,2010,1416.8000000000002,
162,Frank Zombo,GB,ED,589,5945,14,6,0,0,1,12,0,49.5,57.6,52.8,48.7,58.1,3,6,9.3,4,2,5,250,223,495,489,6,25,33,1,14,Packers,2010,29155.5,
163,Aaron Morgan,JAX,ED,77,5995,6,0,0,0,0,15,0,45.7,77.1,59.6,46.9,69.2,2,5,0.0,0,0,0,61,8,60,0,59,1,2,0,7,Jaguars,2010,3518.9,
164,Junior Galette,NO,ED,24,6018,3,0,0,0,0,20,0,59.4,73.1,51.1,67.9,68.1,0,0,0.0,0,0,0,15,9,23,0,23,1,1,1,0,Saints,2010,1425.6,
165,Brandon Lang,SD,ED,33,6047,7,0,0,0,0,27,0,51.7,0.0,58.6,60.6,71.7,0,1,,0,0,1,24,5,27,10,17,1,0,0,2,Chargers,2010,1706.1000000000001,
166,Jason Taylor,MIA,ED,514,264,16,4,2,0,1,17,0,57.2,49.3,63.2,51.5,73.5,12,16,6.3,1,2,7,345,116,416,86,330,11,11,1,35,Dolphins,2011,29400.800000000003,72.91117424242424
167,Joey Porter,ARZ,ED,331,484,6,3,0,0,0,1,0,50.7,38.0,50.2,62.0,72.9,1,2,16.7,3,2,1,134,136,301,209,92,5,12,1,4,Cardinals,2011,16781.7,80.0448717948718
168,John Abraham,ATL,ED,676,591,16,5,2,1,3,2,1,90.1,0.0,90.9,70.0,81.6,8,39,3.3,1,7,11,394,227,598,34,564,29,24,7,58,Falcons,2011,60907.6,64.07426408746845
169,Clark Haggans,ARZ,ED,855,670,16,8,4,0,0,1,1,62.8,80.3,60.1,56.0,75.2,6,25,4.7,2,1,4,337,347,767,676,91,22,33,2,35,Cardinals,2011,53694.0,61.233884601249535
170,James Hall,SL,ED,718,733,15,7,0,0,0,26,0,71.7,84.7,69.2,65.6,74.7,4,31,2.0,1,0,6,388,280,652,0,473,36,42,4,41,Rams,2011,51480.6,78.53264957264958
171,Andre Carter,NE,ED,741,779,14,3,1,0,2,19,0,81.1,73.9,69.4,80.2,82.7,16,24,0.0,0,2,11,446,295,730,104,621,34,33,6,51,Patriots,2011,60095.1,55.37587174348697
172,Kyle Vanden Bosch,DET,ED,799,804,17,10,0,1,4,11,1,57.5,43.2,65.0,50.8,63.9,7,28,6.3,2,4,8,493,296,793,10,779,22,20,2,43,Lions,2011,45942.5,
173,Juqua Parker,PHI,ED,254,995,12,1,3,0,0,24,2,73.6,28.3,79.0,58.9,73.8,4,14,0.0,0,2,2,146,106,254,1,213,9,7,0,20,Eagles,2011,18694.399999999998,
174,Julius Peppers,CHI,ED,887,1010,16,2,3,1,4,6,2,76.0,67.1,72.9,65.8,55.4,5,53,11.5,3,2,12,561,303,887,2,858,29,21,6,70,Bears,2011,67412.0,
175,Dwight Freeney,IND,ED,684,1019,16,4,0,0,2,14,0,65.6,35.8,76.5,48.3,57.7,8,33,10.0,1,4,8,435,249,683,1,678,11,5,1,49,Colts,2011,44870.399999999994,
176,Bryan Thomas,NYJ,ED,135,1029,4,1,1,0,0,22,0,57.2,79.9,65.2,56.2,46.4,1,3,14.3,2,0,0,31,70,106,60,39,7,11,4,4,Jets,2011,7722.0,
177,Aaron Kampman,JAX,ED,66,1148,3,0,0,0,0,15,0,50.6,78.0,52.1,53.4,,0,3,,0,0,0,58,6,66,0,66,0,0,0,3,Jaguars,2011,3339.6,
178,Raheem Brock,SEA,ED,550,1200,16,5,0,0,1,29,0,62.4,31.3,59.9,69.8,67.8,5,29,9.1,2,5,3,373,152,546,14,531,13,15,1,37,Seahawks,2011,34320.0,
179,James Harrison,PIT,ED,731,1251,12,7,0,2,2,25,0,82.1,38.7,84.9,73.1,77.9,11,26,5.8,3,5,9,272,302,626,618,8,41,42,5,46,Steelers,2011,60015.1,
180,Terrell Suggs,BLT,ED,1117,1326,18,11,1,1,7,3,0,87.6,29.5,74.0,79.1,79.0,12,38,4.7,3,6,14,599,449,920,384,534,52,50,11,64,Ravens,2011,97849.2,
181,Calvin Pace,NYJ,ED,958,1334,16,5,1,0,2,22,1,77.2,76.0,58.8,78.5,73.6,8,23,7.5,5,2,5,377,412,657,269,379,44,57,7,36,Jets,2011,73957.6,
182,Tyler Brayton,IND,ED,554,1348,16,5,0,0,0,14,0,58.0,33.8,54.8,61.2,77.7,2,7,3.7,1,4,2,272,282,554,0,253,19,21,1,11,Colts,2011,32132.0,
183,Chris Kelsay,BUF,ED,674,1364,12,10,2,0,2,4,0,65.1,71.3,69.5,56.7,66.2,1,16,6.1,2,0,6,276,300,470,70,400,21,21,0,23,Bills,2011,43877.399999999994,
184,Osi Umenyiora,NYG,ED,524,1371,13,5,0,2,3,21,0,67.8,26.1,77.2,46.3,71.1,7,29,5.6,1,5,13,380,139,524,3,519,19,12,1,49,Giants,2011,35527.2,
185,Jarret Johnson,BLT,ED,858,1421,18,13,2,0,1,3,1,72.4,73.6,56.0,77.8,63.6,7,5,10.1,7,1,3,223,430,517,362,155,37,49,5,15,Ravens,2011,62119.200000000004,
186,Robert Mathis,IND,ED,738,1447,16,7,1,1,3,14,3,74.1,76.3,80.2,54.4,59.1,8,30,8.1,3,1,10,432,303,720,3,711,26,27,4,48,Colts,2011,54685.799999999996,
187,Chris Clemons,SEA,ED,929,1585,16,5,3,2,3,29,0,79.7,31.3,84.3,57.4,65.6,9,45,10.3,4,5,12,536,341,910,45,862,36,30,4,66,Seahawks,2011,74041.3,
188,Israel Idonije,CHI,ED,915,1632,16,3,0,0,0,6,2,61.2,61.3,57.1,65.3,57.5,8,32,7.0,3,3,5,594,311,914,1,913,36,37,6,45,Bears,2011,55998.0,
189,Will Smith,NO,ED,921,1739,16,5,4,0,2,20,0,60.3,76.0,62.6,55.8,53.9,7,34,11.1,3,2,7,631,290,912,4,899,18,19,3,48,Saints,2011,55536.299999999996,
190,Jason Babin,PHI,ED,697,1748,16,0,0,3,3,24,0,76.7,0.0,89.9,58.3,79.7,12,37,10.5,2,11,18,428,267,682,2,674,28,17,3,67,Eagles,2011,53459.9,
191,Travis LaBoy,SD,ED,626,1763,14,10,0,1,1,27,0,65.8,61.1,63.9,62.4,54.9,4,13,12.2,5,2,1,195,320,548,435,113,15,26,2,18,Chargers,2011,41190.799999999996,
192,Shaun Phillips,SD,ED,626,1819,12,10,2,1,0,27,0,78.3,72.9,65.8,68.3,60.5,5,20,10.0,4,1,4,270,265,516,353,163,22,26,4,29,Chargers,2011,49015.799999999996,
193,Niko Koutouvides,NE,ED,45,1837,2,0,0,0,0,19,0,58.9,75.9,56.5,60.1,44.6,1,0,25.0,2,0,0,2,25,10,10,0,2,6,0,1,Patriots,2011,2650.5,
194,Robert Geathers,CIN,ED,534,1838,15,14,2,0,0,7,0,53.9,75.6,57.6,54.6,34.1,3,13,9.4,3,1,4,273,249,533,2,498,15,15,1,20,Bengals,2011,28782.6,
195,Jared Allen,MIN,ED,1005,1847,16,12,2,0,4,18,4,84.5,60.0,79.1,72.5,75.6,8,34,9.3,4,3,24,595,390,1005,3,1000,46,27,6,66,Vikings,2011,84922.5,
196,Dave Ball,TEN,ED,647,1854,14,5,1,1,2,31,1,59.9,71.4,58.3,57.5,55.7,3,17,9.7,3,1,4,402,224,645,0,644,17,23,4,24,Titans,2011,38755.299999999996,
197,Spencer Johnson,BUF,ED,600,2084,16,5,1,0,1,4,1,58.6,70.9,56.2,60.7,82.8,1,13,0.0,0,1,2,270,321,586,55,489,25,33,3,16,Bills,2011,35160.0,
198,DeMarcus Ware,DAL,ED,880,2228,16,8,3,1,2,9,1,86.8,0.0,90.5,68.1,69.4,8,44,10.3,4,10,20,478,322,550,418,132,42,27,7,72,Cowboys,2011,76384.0,
199,Shawne Merriman,BUF,ED,196,2229,5,0,0,0,0,4,0,58.0,37.1,56.2,62.2,77.5,1,4,0.0,0,0,1,114,63,111,37,74,5,6,0,6,Bills,2011,11368.0,
200,Matt Roth,JAX,ED,401,2263,9,5,0,0,0,15,1,72.1,67.1,58.4,75.3,53.5,2,9,16.7,4,1,4,199,195,396,32,355,19,15,3,15,Jaguars,2011,28912.1,
201,Justin Tuck,NYG,ED,797,2291,16,10,3,0,1,21,0,69.8,88.2,67.0,59.6,52.2,9,34,9.5,4,0,10,516,256,759,1,605,26,28,2,53,Giants,2011,55630.6,
202,Chauncey Davis,CHI,ED,104,2345,6,2,0,0,0,6,0,65.1,78.3,55.7,68.3,74.2,0,5,0.0,0,0,1,51,49,104,0,104,5,6,2,6,Bears,2011,6770.4,
203,Trent Cole,PHI,ED,619,2363,14,6,1,0,1,24,0,86.1,4.1,89.3,75.6,63.9,12,44,7.5,3,7,11,376,232,608,0,606,32,31,4,67,Eagles,2011,53295.899999999994,
204,Eric Moore,NE,ED,11,2403,1,0,0,0,0,19,0,62.4,71.8,61.3,60.0,,1,1,,0,0,0,9,2,11,1,10,0,0,0,2,Patriots,2011,686.4,
205,Jonathan Fanene,CIN,ED,472,2450,17,1,2,1,0,7,2,64.4,55.9,64.5,69.7,49.7,7,15,9.5,2,2,7,332,133,472,0,185,22,18,3,29,Bengals,2011,30396.800000000003,
206,Lorenzo Alexander,WAS,ED,10,2476,5,0,0,0,0,32,0,78.4,72.2,,72.5,69.9,0,0,0.0,0,0,0,0,9,8,8,0,1,1,1,0,Commanders,2011,784.0,
207,Adrian Awasom,MIN,ED,15,2488,1,0,0,0,0,18,0,37.1,73.5,53.7,63.1,,0,0,,0,0,0,8,5,15,0,15,0,0,0,0,Vikings,2011,556.5,
208,Ahmad Brooks,SF,ED,1097,2945,18,11,3,1,1,28,0,67.9,22.5,68.0,70.2,64.8,10,40,6.7,3,6,7,555,362,984,568,410,30,31,5,57,49ers,2011,74486.3,
209,Mario Williams,HST,ED,217,2946,5,1,1,0,1,13,0,78.7,52.6,76.0,63.3,77.0,2,17,0.0,0,1,5,128,74,207,121,86,6,4,0,24,Texans,2011,17077.9,
210,Kamerion Wimbley,OAK,ED,1042,2958,16,10,0,0,0,23,0,69.7,73.3,73.4,66.4,64.9,16,39,8.1,5,2,6,475,388,600,14,581,33,47,6,61,Raiders,2011,72627.40000000001,
211,Tamba Hali,KC,ED,985,2965,16,7,0,1,4,16,0,83.3,47.5,85.9,69.5,61.1,10,41,13.3,8,4,12,459,458,681,625,56,40,45,4,63,Chiefs,2011,82050.5,
212,Mathias Kiwanuka,NYG,ED,948,2977,20,10,0,0,1,21,1,67.4,43.1,65.9,76.4,72.7,8,21,7.1,6,2,5,334,374,301,15,203,42,68,12,34,Giants,2011,63895.200000000004,
213,Darryl Tapp,PHI,ED,304,3008,12,3,1,0,1,24,0,83.6,56.9,70.2,76.9,53.0,6,13,9.5,2,1,3,172,130,302,1,299,13,16,5,22,Eagles,2011,25414.399999999998,
214,Frostee Rucker,CIN,ED,475,3036,17,4,2,0,0,7,0,66.0,83.5,55.8,68.8,80.8,2,5,2.4,1,0,4,216,253,474,0,437,31,37,7,11,Bengals,2011,31350.0,
215,Elvis Dumervil,DEN,ED,955,3071,16,3,0,2,1,10,1,68.0,31.8,65.7,68.6,81.4,7,32,2.9,1,6,13,562,383,946,34,912,35,30,2,52,Broncos,2011,64940.0,
216,Ray Edwards,ATL,ED,718,3072,17,3,3,0,0,2,2,59.9,22.9,59.7,66.0,78.8,5,26,3.2,1,5,4,439,264,718,2,706,25,27,4,35,Falcons,2011,43008.2,
217,Rob Ninkovich,NE,ED,1102,3080,19,19,1,0,2,19,2,73.5,64.8,69.6,74.7,51.0,8,35,16.3,14,3,9,434,420,538,255,280,37,53,5,52,Patriots,2011,80997.0,
218,Parys Haralson,SF,ED,570,3085,18,5,0,0,3,28,0,71.0,57.0,71.5,67.3,59.5,4,13,6.1,2,2,2,176,272,504,478,26,21,26,3,19,49ers,2011,40470.0,
219,Mark Anderson,NE,ED,625,3104,19,4,2,0,2,19,1,75.8,61.1,74.1,66.2,75.0,6,36,4.2,1,2,15,418,192,620,159,452,26,19,3,57,Patriots,2011,47375.0,
220,Jeremy Mincey,JAX,ED,950,3136,16,5,1,1,4,15,1,77.0,50.2,76.9,68.5,76.4,11,38,8.7,4,4,8,551,384,947,25,861,35,37,4,57,Jaguars,2011,73150.0,
221,Dave Tollefson,NYG,ED,551,3198,20,6,1,0,0,21,0,47.0,45.4,55.0,45.8,55.3,2,13,13.3,2,2,5,356,187,542,9,323,8,7,1,20,Giants,2011,25897.0,
222,Jeff Charleston,NO,ED,235,3269,12,2,0,0,0,20,0,45.2,54.1,49.5,55.1,39.1,1,6,22.2,2,1,1,178,57,235,0,218,2,5,0,8,Saints,2011,10622.0,
223,John Chick,JAX,ED,170,3270,11,0,1,1,1,15,0,71.8,0.0,78.7,63.8,74.7,2,16,0.0,0,2,2,142,17,155,0,155,4,6,0,20,Jaguars,2011,12206.0,
224,Jason Hunter,DEN,ED,406,3360,18,3,1,0,1,10,1,61.6,51.9,56.7,64.6,68.2,0,9,4.3,1,3,1,203,201,398,4,379,15,19,2,10,Broncos,2011,25009.600000000002,
225,Jayme Mitchell,CLV,ED,723,3435,14,7,0,0,1,8,1,54.3,73.4,47.4,58.6,46.8,6,5,10.8,4,0,3,376,337,723,1,721,20,26,5,14,Browns,2011,39258.9,
226,Garrett McIntyre,NYJ,ED,84,3598,7,1,0,0,0,22,0,62.2,78.6,58.3,65.4,76.7,0,2,0.0,0,0,0,16,60,84,69,15,4,5,0,2,Jets,2011,5224.8,
227,Jamaal Anderson,IND,ED,412,3624,15,3,1,0,0,14,1,60.3,38.6,61.3,60.2,76.6,2,7,0.0,0,3,3,185,226,412,2,322,16,17,1,12,Colts,2011,24843.6,
228,Jarvis Moss,OAK,ED,298,3633,14,1,1,0,0,23,0,60.5,32.8,61.3,59.4,76.6,4,9,0.0,0,2,2,184,105,291,0,289,11,12,2,15,Raiders,2011,18029.0,
229,Anthony Spencer,DAL,ED,931,3642,16,11,0,0,4,9,0,69.3,20.6,67.9,72.8,55.4,9,35,12.3,9,7,6,428,341,678,426,251,39,53,8,50,Cowboys,2011,64518.299999999996,
230,Lamarr Woodley,PIT,ED,551,3662,11,4,0,1,0,25,1,72.4,56.0,69.3,75.7,68.5,3,14,9.4,3,2,10,229,212,405,399,6,25,25,2,27,Steelers,2011,39892.4,
231,Turk McBride,NO,ED,205,3670,8,1,0,0,1,20,0,63.8,49.6,63.2,63.2,71.0,2,9,0.0,0,1,2,158,47,203,0,202,2,0,0,13,Saints,2011,13079.0,
232,Tim Crowder,TB,ED,184,3672,9,3,1,0,0,30,0,69.5,43.9,61.0,78.5,74.7,3,5,0.0,0,1,0,105,72,184,0,179,5,8,2,8,Buccaneers,2011,12788.0,
233,Charles Johnson,CAR,ED,794,3699,15,1,1,0,1,5,0,71.3,18.3,71.0,62.8,69.0,6,32,3.6,1,6,10,433,346,787,25,719,26,26,10,48,Panthers,2011,56612.2,
234,Brian Robison,MIN,ED,900,3718,16,10,0,0,3,18,2,71.7,61.8,71.5,59.7,68.8,5,40,5.6,2,3,9,533,349,899,3,883,29,24,3,54,Vikings,2011,64530.0,
235,Antwan Barnes,SD,ED,467,3750,16,2,1,1,2,27,0,81.3,0.0,87.7,63.2,70.7,5,29,11.1,3,5,11,276,164,437,167,266,28,22,1,45,Chargers,2011,37967.1,
236,C.J. Ah You,SL,ED,246,3855,9,1,0,0,0,26,0,45.9,55.6,66.7,28.0,73.9,1,14,0.0,0,1,1,150,80,228,0,77,5,4,1,16,Rams,2011,11291.4,
237,Keyunta Dawson,DET,ED,29,3858,2,0,0,0,0,11,0,58.2,74.8,55.5,62.6,,0,1,,0,0,0,22,7,29,0,29,0,0,0,1,Lions,2011,1687.8000000000002,
238,Antwan Applewhite,CAR,ED,335,3877,12,3,1,0,1,5,0,64.7,34.7,70.3,54.9,57.5,5,14,8.7,2,1,2,199,116,247,24,169,15,18,0,21,Panthers,2011,21674.5,
239,Jason Trusnik,MIA,ED,82,4083,10,2,0,0,0,17,0,60.3,78.7,50.3,63.4,76.5,0,0,0.0,0,0,0,27,47,72,41,31,1,2,0,0,Dolphins,2011,4944.599999999999,
240,Chris Long,SL,ED,920,4316,16,4,2,0,1,26,0,63.5,52.9,83.3,42.2,78.6,12,58,4.0,1,3,13,511,389,901,2,899,29,20,2,83,Rams,2011,58420.0,
241,Derrick Harvey,DEN,ED,90,4322,5,2,0,0,0,10,1,61.5,78.0,55.8,67.9,71.2,0,3,0.0,0,0,0,68,21,90,0,90,0,1,0,3,Broncos,2011,5535.0,
242,Lawrence Jackson,DET,ED,363,4342,12,4,0,0,0,11,1,70.3,31.8,66.0,72.9,69.6,3,16,8.3,2,3,4,243,119,360,0,359,18,18,1,23,Lions,2011,25518.899999999998,
243,Kentwan Balmer,WAS,ED,26,4343,3,0,0,0,0,32,0,57.7,74.5,52.5,63.1,,0,0,,0,0,0,14,12,26,0,26,0,0,0,0,Commanders,2011,1500.2,
244,Jason Jones,TEN,ED,675,4368,14,4,4,0,1,31,0,55.5,63.4,57.0,52.1,69.1,4,15,7.7,2,2,3,399,256,666,0,430,14,20,1,22,Titans,2011,37462.5,
245,Cliff Avril,DET,ED,856,4406,17,2,1,0,6,11,3,72.8,6.2,80.7,54.3,55.7,9,41,22.6,7,11,12,539,304,825,5,813,26,22,3,62,Lions,2011,62316.799999999996,
246,William Hayes,TEN,ED,330,4417,10,3,0,1,0,31,0,48.7,9.6,58.7,53.0,75.3,1,10,6.7,1,4,2,186,143,330,0,327,11,11,3,13,Titans,2011,16071.000000000002,
247,Kroy Biermann,ATL,ED,556,4468,17,11,0,1,0,2,0,49.7,70.5,60.5,49.5,50.5,8,16,10.3,3,2,3,346,197,539,10,503,10,15,2,27,Falcons,2011,27633.2,
248,Erik Walden,GB,ED,916,4481,17,11,1,1,0,12,1,50.7,56.3,63.9,32.6,67.4,14,23,6.9,4,3,3,425,304,788,779,9,19,43,3,40,Packers,2011,46441.200000000004,
249,Trevor Scott,OAK,ED,243,4483,15,0,0,0,0,23,0,41.9,54.9,50.5,45.0,29.1,0,5,16.7,1,1,0,156,81,241,0,236,3,5,1,5,Raiders,2011,10181.699999999999,
250,Andy Studebaker,KC,ED,207,4517,15,0,0,0,1,16,1,58.1,50.8,55.4,59.5,56.1,0,1,9.1,1,0,0,19,126,190,187,3,7,10,1,1,Chiefs,2011,12026.7,
251,Rob Jackson,WAS,ED,113,4556,15,0,0,0,0,32,0,61.3,27.4,81.0,38.9,77.3,1,2,0.0,0,1,0,43,55,106,105,1,4,6,3,3,Commanders,2011,6926.9,
252,Jesse Nading,HST,ED,42,4796,6,0,0,0,0,13,1,59.7,76.4,59.9,59.2,29.1,0,1,25.0,1,0,1,21,16,37,25,12,2,3,0,2,Texans,2011,2507.4,
253,Cameron Wake,MIA,ED,875,4907,16,3,1,0,0,17,0,85.4,79.2,82.1,75.2,77.9,20,52,9.8,4,1,9,518,305,849,243,605,32,34,9,81,Dolphins,2011,74725.0,
254,Aaron Maybin,NYJ,ED,232,4934,12,0,0,1,4,22,0,75.9,0.0,76.9,59.4,77.0,2,16,0.0,0,3,6,196,25,140,9,131,8,5,1,24,Jets,2011,17608.800000000003,
255,Brian Orakpo,WAS,ED,926,4936,16,7,4,0,3,32,1,75.4,69.4,88.7,54.3,65.5,6,43,8.3,4,2,10,402,389,857,776,81,32,37,0,59,Commanders,2011,69820.40000000001,
256,Larry English,SD,ED,73,4939,5,1,0,0,0,27,0,63.7,78.2,66.1,51.9,73.4,0,1,0.0,0,0,2,34,26,64,26,37,3,2,0,3,Chargers,2011,4650.1,
257,Robert Ayers,DEN,ED,732,4941,18,9,3,0,1,10,1,64.0,54.1,63.4,63.4,70.8,5,20,4.9,2,3,6,389,343,729,10,613,28,30,2,31,Broncos,2011,46848.0,
