Unnamed: 0_x,season,team,position,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,Player,Position,Cap_Space,year,merge_player_y
405,2010,Buccaneers,DL,Stylez G White,00-0021332,8.0,2002.0,2002.0,Texans,31.0,229,0.054,0.0,0.0,2.04,139.0,3.874411375615593,2010,Buccaneers,0.05,62.50%,stylez g white,,stylez g white,,,,,,
410,2010,Buccaneers,LB,Tyrone McKenzie,00-0027068,1.0,2009.0,2009.0,Patriots,24.0,97,0.203,5.5,112.0,38.52,591.0,110.51096015439104,2010,Buccaneers,0.05,62.50%,tyrone mckenzie,tyrone mckenzie,tyrone mckenzie,,,,,,
411,2010,Buccaneers,LB,Geno Hayes,00-0026315,2.0,2008.0,2008.0,Buccaneers,23.0,175,0.092,1.7,21.0,6.79,280.0,38.8591803067729,2010,Buccaneers,0.05,62.50%,geno hayes,geno hayes,geno hayes,,,,,,
420,2010,Buccaneers,OL,Will Barker,00-0027415,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,will barker,will clarke,will clarke,,,,,,
421,2010,Buccaneers,OL,Brandon Carter,00-0027528,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,brandon carter,brandon carr,brandon carr,,,,,,
423,2010,Buccaneers,OL,Keydrick Vincent,00-0019954,9.0,2001.0,2001.0,MISSING,32.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,keydrick vincent,,keydrick vincent,,,,,,
424,2010,Buccaneers,OL,James Lee,00-0026080,2.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,james lee,james lee,james lee,,,,,,
426,2010,Buccaneers,OL,Donovan Raiola,00-0024076,4.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,donovan raiola,donovan olumba,donovan olumba,,,,,,
429,2010,Buccaneers,QB,Rudy Carpenter,00-0026775,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,rudy carpenter,,rudy carpenter,,,,,,
433,2010,Buccaneers,RB,Earnest Graham,00-0021755,7.0,2003.0,2003.0,MISSING,30.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,earnest graham,garrett graham,garrett graham,,,,,,
434,2010,Buccaneers,RB,Kregg Lumpkin,00-0026029,2.0,2008.0,2008.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,kregg lumpkin,kregg lumpkin,kregg lumpkin,,,,,,
436,2010,Buccaneers,RB,Kareem Huggins,00-0026819,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,kareem huggins,kareem hunt,kareem hunt,,,,,,
438,2010,Buccaneers,TE,Jerramy Stevens,00-0021159,8.0,2002.0,2002.0,Seahawks,30.0,28,0.533,13.4,660.0,209.11,1245.0,68.68506464223391,2010,Buccaneers,0.05,62.50%,jerramy stevens,,jerramy stevens,,,,,,
439,2010,Buccaneers,TE,John Gilmore,00-0021304,8.0,2002.0,2002.0,Saints,30.0,196,0.072,1.0,13.0,4.25,221.0,7.0497361007437895,2010,Buccaneers,0.05,62.50%,john gilmore,,john gilmore,,,,,,
448,2010,Buccaneers,WR,Micheal Spurlock,00-0023968,4.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Buccaneers,0.05,62.50%,micheal spurlock,micheal spurlock,micheal spurlock,,,,,,
458,2010,Cardinals,CB,Marshay Green,00-0027353,0.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cardinals,-0.21,31.30%,marshay green,marshay green,marshay green,,,,,,
470,2010,Cardinals,LB,Gerald Hayes,00-0021941,7.0,2003.0,2003.0,Cardinals,29.0,70,0.279,7.5,240.0,69.82,763.0,47.24236798490384,2010,Cardinals,-0.21,31.30%,gerald hayes,gerald hodges,gerald hodges,,,,,,
472,2010,Cardinals,LB,Alex Hall,00-0026371,2.0,2008.0,2008.0,Browns,25.0,231,0.053,0.0,0.0,1.95,134.0,15.279595741132388,2010,Cardinals,-0.21,31.30%,alex hall,alex hall,alex hall,,,,,,
478,2010,Cardinals,LB,Cyril Obiozor,00-0026788,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cardinals,-0.21,31.30%,cyril obiozor,,cyril obiozor,,,,,,
480,2010,Cardinals,OL,Deuce Lutui,00-0024256,4.0,2006.0,2006.0,Cardinals,27.0,41,0.436,11.0,490.0,145.59,1044.0,182.19076005237497,2010,Cardinals,-0.21,31.30%,deuce lutui,,deuce lutui,,,,,,
492,2010,Cardinals,RB,Chris Wells,00-0027007,1.0,2009.0,2009.0,Cardinals,22.0,31,0.51,12.7,600.0,190.21,1192.0,290.26000182777,2010,Cardinals,-0.21,31.30%,chris wells,chris williams,chris williams,,,,,,
498,2010,Cardinals,RB,Jerome Johnson,00-0026598,1.0,2009.0,2009.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cardinals,-0.21,31.30%,jerome johnson,jeron johnson,jeron johnson,,,,,,
501,2010,Cardinals,TE,Stephen Spach,00-0023108,5.0,2005.0,2005.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cardinals,-0.21,31.30%,stephen spach,stephen paea,stephen paea,,,,,,
515,2010,Chargers,CB,Paul Oliver,00-0025788,3.0,2007.0,2007.0,Chargers,26.0,124,0.15,3.9,48.0,21.13,462.0,64.60014200997853,2010,Chargers,0.24,56.30%,paul oliver,,paul oliver,,,,,,
517,2010,Chargers,CB,Donald Strickland,00-0022158,7.0,2003.0,2003.0,Colts,29.0,90,0.219,5.9,140.0,44.94,630.0,36.2510039376175,2010,Chargers,0.24,56.30%,donald strickland,loren strickland,loren strickland,,,,,,
518,2010,Chargers,CB,Tyrone Carter,00-0019537,10.0,2000.0,2000.0,Vikings,34.0,118,0.158,4.2,58.0,24.15,488.0,10.343349219907749,2010,Chargers,0.24,56.30%,tyrone carter,jatyre carter,jatyre carter,,,,,,
519,2010,Chargers,CB,C.J. Spillman,00-0026758,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,cj spillman,cj spillman,cj spillman,,,,,,
520,2010,Chargers,CB,Quinton Teal,00-0024663,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,quinton teal,quinton dial,quinton dial,,,,,,
528,2010,Chargers,DL,Alfonso Boone,00-0019626,10.0,2000.0,2000.0,Lions,34.0,253,0.048,0.0,0.0,1.2,86.0,1.5990539087807336,2010,Chargers,0.24,56.30%,alfonso boone,,alfonso boone,,,,,,
532,2010,Chargers,LB,Shawne Merriman,00-0023446,5.0,2005.0,2005.0,Chargers,26.0,12,0.742,18.8,1200.0,346.51,1691.0,249.01506048021696,2010,Chargers,0.24,56.30%,shawne merriman,shawne merriman,shawne merriman,,,,,,
538,2010,Chargers,LB,Stephen Cooper,00-0021544,7.0,2003.0,2003.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,stephen cooper,,stephen cooper,,,,,,
539,2010,Chargers,LB,Brandon Moore,00-0020664,8.0,2002.0,2002.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,brandon moore,brandon moore,brandon moore,,,,,,
540,2010,Chargers,LB,James Holt,00-0026751,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,james holt,james hall,james hall,,,,,,
541,2010,Chargers,LB,Darry Beckwith,00-0026744,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,darry beckwith,,darry beckwith,,,,,,
542,2010,Chargers,LB,Cyril Obiozor,00-0026788,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,cyril obiozor,,cyril obiozor,,,,,,
543,2010,Chargers,LB,David Herron,00-0024673,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,david herron,dan herron,dan herron,,,,,,
548,2010,Chargers,OL,Adam Terry,00-0023499,5.0,2005.0,2005.0,Ravens,27.0,64,0.306,8.1,270.0,76.69,810.0,93.39752264349336,2010,Chargers,0.24,56.30%,adam terry,adam terry,adam terry,,,,,,
556,2010,Chargers,QB,J.T. O'Sullivan,00-0021296,8.0,2002.0,2002.0,Saints,31.0,186,0.081,1.3,17.0,5.31,248.0,8.180088845667242,2010,Chargers,0.24,56.30%,jt osullivan,tre sullivan,tre sullivan,,,,,,
563,2010,Chargers,RB,Billy Latsko,00-0024659,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,billy latsko,,billy latsko,,,,,,
568,2010,Chargers,WR,Craig Davis,00-0025417,3.0,2007.0,2007.0,Chargers,24.0,30,0.518,12.9,620.0,196.31,1209.0,242.27670221947,2010,Chargers,0.24,56.30%,craig davis,chris davis,chris davis,,,,,,
570,2010,Chargers,WR,Kelley Washington,00-0022171,7.0,2003.0,2003.0,Bengals,31.0,65,0.301,8.0,265.0,77.95,802.0,50.69248205476563,2010,Chargers,0.24,56.30%,kelley washington,leon washington,leon washington,,,,,,
576,2010,Chargers,WR,Gary Banks,00-0026056,2.0,2008.0,2008.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chargers,0.24,56.30%,gary banks,,gary banks,,,,,,
583,2010,Chiefs,CB,Travis Daniels,00-0023539,5.0,2005.0,2005.0,Dolphins,27.0,104,0.187,5.0,86.0,32.98,554.0,55.17854412248494,2010,Chiefs,0.05,58.80%,travis daniels,travis daniels,travis daniels,,,,,,
584,2010,Chiefs,CB,Jon McGraw,00-0021187,8.0,2002.0,2002.0,Jets,31.0,57,0.342,8.9,330.0,95.73,871.0,42.58443161276992,2010,Chiefs,0.05,58.80%,jon mcgraw,,jon mcgraw,,,,,,
585,2010,Chiefs,CB,Mike Richardson,00-0025589,3.0,2007.0,2007.0,Patriots,26.0,202,0.067,0.8,11.0,3.72,205.0,23.39092405836725,2010,Chiefs,0.05,58.80%,mike richardson,mike richardson,mike richardson,,,,,,
586,2010,Chiefs,CB,Ricky Price,00-0026875,1.0,2009.0,2009.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,ricky price,,ricky price,,,,,,
587,2010,Chiefs,CB,Jackie Bates,00-0026868,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,jackie bates,jackie battle,jackie battle,,,,,,
591,2010,Chiefs,DL,Alex Magee,00-0027042,1.0,2009.0,2009.0,Chiefs,23.0,67,0.292,7.8,255.0,74.59,786.0,163.6474926526475,2010,Chiefs,0.05,58.80%,alex magee,,alex magee,,,,,,
592,2010,Chiefs,DL,Atiyyah Ellison,00-0023524,5.0,2005.0,2005.0,Panthers,28.0,89,0.221,6.0,145.0,45.94,636.0,66.97916698941678,2010,Chiefs,0.05,58.80%,atiyyah ellison,,atiyyah ellison,,,,,,
602,2010,Chiefs,LB,Mark Simoneau,00-0018957,10.0,2000.0,2000.0,Falcons,33.0,67,0.292,7.8,255.0,74.59,786.0,20.039687442799316,2010,Chiefs,0.05,58.80%,mark simoneau,,mark simoneau,,,,,,
615,2010,Chiefs,OL,Casey Wiegmann,00-0017638,14.0,1996.0,1996.0,MISSING,37.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,casey wiegmann,,casey wiegmann,,,,,,
616,2010,Chiefs,OL,Rudy Niswanger,00-0024188,4.0,2006.0,2006.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,rudy niswanger,,rudy niswanger,,,,,,
619,2010,Chiefs,QB,Tyler Palko,00-0024812,3.0,2007.0,2007.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,tyler palko,tyler patmon,tyler patmon,,,,,,
623,2010,Chiefs,RB,Jackie Battle,00-0025701,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,jackie battle,jackie battle,jackie battle,,,,,,
631,2010,Chiefs,WR,Kevin Curtis,00-0022001,7.0,2003.0,2003.0,Rams,32.0,74,0.264,7.2,220.0,63.93,733.0,44.81993938593456,2010,Chiefs,0.05,58.80%,kevin curtis,,kevin curtis,,,,,,
633,2010,Chiefs,WR,Chris Chambers,00-0020446,9.0,2001.0,2001.0,Dolphins,32.0,52,0.368,9.4,380.0,109.13,919.0,34.042875947049446,2010,Chiefs,0.05,58.80%,chris chambers,chris chamberlain,chris chamberlain,,,,,,
634,2010,Chiefs,WR,Verran Tucker,00-0027429,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,verran tucker,sean tucker,sean tucker,,,,,,
635,2010,Chiefs,WR,Jeremy Horne,00-0027308,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Chiefs,0.05,58.80%,jeremy horne,jeremy horne,jeremy horne,,,,,,
637,2010,Colts,CB,DaJuan Morgan,00-0026222,2.0,2008.0,2008.0,Chiefs,24.0,82,0.24,6.5,180.0,53.6,679.0,121.0490715800535,2010,Colts,0.06,58.80%,dajuan morgan,aaron morgan,aaron morgan,,,,,,
641,2010,Colts,CB,Chip Vaughn,00-0027085,1.0,2009.0,2009.0,Saints,24.0,116,0.161,4.3,62.0,25.25,497.0,86.45015941549606,2010,Colts,0.06,58.80%,chip vaughn,,chip vaughn,,,,,,
642,2010,Colts,CB,Ken Hamlin,00-0022049,7.0,2003.0,2003.0,Seahawks,29.0,42,0.429,10.8,480.0,141.82,1032.0,72.81680483319619,2010,Colts,0.06,58.80%,ken hamlin,,ken hamlin,,,,,,
643,2010,Colts,CB,Justin Tryon,00-0026264,2.0,2008.0,2008.0,Commanders,26.0,124,0.15,3.9,48.0,21.13,462.0,71.39419825298518,2010,Colts,0.06,58.80%,justin tryon,justin tryon,justin tryon,,,,,,
647,2010,Colts,CB,Deshea Townsend,00-0016577,12.0,1998.0,1998.0,Steelers,34.0,117,0.16,4.3,60.0,24.7,492.0,5.76414472430016,2010,Colts,0.06,58.80%,deshea townsend,,deshea townsend,,,,,,
648,2010,Colts,CB,Mike Newton,00-0027471,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,mike newton,mike newton,mike newton,,,,,,
650,2010,Colts,CB,David Pender,00-0027302,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,david pender,,david pender,,,,,,
651,2010,Colts,CB,Cornelius Brown,00-0027362,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,cornelius brown,,cornelius brown,,,,,,
652,2010,Colts,CB,Aaron Francisco,00-0023213,5.0,2005.0,2005.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,aaron francisco,,aaron francisco,,,,,,
654,2010,Colts,CB,Melvin Bullitt,00-0024697,3.0,2007.0,2007.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,melvin bullitt,melvin bullitt,melvin bullitt,,,,,,
662,2010,Colts,DL,Eric Foster,00-0025991,2.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,eric foster,eric fisher,eric fisher,,,,,,
663,2010,Colts,DL,Mitch King,00-0026548,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,mitch king,,mitch king,,,,,,
669,2010,Colts,LB,Nate Triplett,00-0027766,0.0,2010.0,2010.0,Vikings,23.0,167,0.101,2.0,25.0,8.11,305.0,52.98005046981233,2010,Colts,0.06,58.80%,nate triplett,nathan triplett,nathan triplett,,,,,,
670,2010,Colts,LB,Tyjuan Hagler,00-0023606,5.0,2005.0,2005.0,Colts,28.0,173,0.095,1.8,22.0,7.1,286.0,24.38136794770104,2010,Colts,0.06,58.80%,tyjuan hagler,,tyjuan hagler,,,,,,
676,2010,Colts,OL,Michael Toudouze,00-0024376,4.0,2006.0,2006.0,Colts,27.0,162,0.107,2.2,27.0,9.07,321.0,37.93032026209817,2010,Colts,0.06,58.80%,michael toudouze,michael toudouze,michael toudouze,,,,,,
680,2010,Colts,OL,Ryan Diem,00-0020399,9.0,2001.0,2001.0,Colts,31.0,118,0.158,4.2,58.0,24.15,488.0,13.962061044326852,2010,Colts,0.06,58.80%,ryan diem,,ryan diem,,,,,,
683,2010,Colts,OL,Kyle DeVan,00-0025872,2.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,kyle devan,kyle devan,kyle devan,,,,,,
689,2010,Colts,RB,Andre Brown,00-0027094,1.0,2009.0,2009.0,Giants,23.0,129,0.144,3.7,43.0,18.91,441.0,74.92994783744359,2010,Colts,0.06,58.80%,andre brown,andre brown,andre brown,,,,,,
692,2010,Colts,RB,Joique Bell,00-0027218,0.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,joique bell,joique bell,joique bell,,,,,,
704,2010,Colts,WR,Chris Brooks,00-0027524,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,chris brooks,chris brooks,chris brooks,,,,,,
706,2010,Colts,WR,Brandon James,00-0027470,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,brandon james,brandon jones,brandon jones,,,,,,
707,2010,Colts,WR,Taj Smith,00-0026032,2.0,2008.0,2008.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Colts,0.06,58.80%,taj smith,tj smith,tj smith,,,,,,
713,2010,Commanders,CB,Victor Harris,00-0026920,1.0,2009.0,2009.0,Eagles,24.0,157,0.112,2.4,29.0,10.14,337.0,54.32328539178591,2010,Commanders,-0.12,37.50%,victor harris,nic harris,nic harris,,,,,,
717,2010,Commanders,CB,Anderson Russell,00-0027213,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,anderson russell,anderson russell,anderson russell,,,,,,
718,2010,Commanders,CB,Byron Westbrook,00-0025739,3.0,2007.0,2007.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,byron westbrook,,byron westbrook,,,,,,
719,2010,Commanders,CB,Reggie Jones,00-0026835,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,reggie jones,greg jones,greg jones,,,,,,
720,2010,Commanders,CB,Sha'reff Rashad,00-0026696,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,shareff rashad,,shareff rashad,,,,,,
729,2010,Commanders,DL,Phillip Daniels,00-0003874,14.0,1996.0,1996.0,Seahawks,37.0,99,0.199,5.3,104.0,36.86,580.0,3.9605366841562266,2010,Commanders,-0.12,37.50%,phillip daniels,phillip gaines,phillip gaines,,,,,,
730,2010,Commanders,DL,Joe Joseph,00-0027329,0.0,2010.0,2010.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,joe joseph,vosean joseph,vosean joseph,,,,,,
732,2010,Commanders,DL,Jeremy Clark,00-0025714,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,jeremy clark,jeremy clark,jeremy clark,,,,,,
745,2010,Commanders,OL,Casey Rabach,00-0020450,9.0,2001.0,2001.0,Ravens,32.0,92,0.214,5.8,132.0,43.01,619.0,19.429551341285716,2010,Commanders,-0.12,37.50%,casey rabach,,casey rabach,,,,,,
755,2010,Commanders,RB,Ryan Torain,00-0026279,2.0,2008.0,2008.0,Broncos,24.0,139,0.133,3.2,37.0,15.13,401.0,60.71644482473182,2010,Commanders,-0.12,37.50%,ryan torain,ryan torain,ryan torain,,,,,,
760,2010,Commanders,RB,Chad Simpson,00-0025997,2.0,2008.0,2008.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Commanders,-0.12,37.50%,chad simpson,,chad simpson,,,,,,
765,2010,Commanders,WR,Devin Thomas,00-0026174,2.0,2008.0,2008.0,Commanders,23.0,34,0.487,12.1,560.0,174.89,1143.0,249.11398456068736,2010,Commanders,-0.12,37.50%,devin thomas,devin thomas,devin thomas,,,,,,
776,2010,Cowboys,CB,Michael Hamlin,00-0027116,1.0,2009.0,2009.0,Cowboys,24.0,166,0.102,2.0,25.0,8.3,308.0,48.313126096846894,2010,Cowboys,0.0,37.50%,michael hamlin,michael hall,michael hall,,,,,,
786,2010,Cowboys,DL,Clifton Geathers,00-0027784,0.0,2010.0,2010.0,Browns,22.0,186,0.081,1.3,17.0,5.31,248.0,40.516245287022656,2010,Cowboys,0.0,37.50%,clifton geathers,clifton geathers,clifton geathers,,,,,,
790,2010,Cowboys,DL,Jimmy Saddler-McQueen,00-0027369,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,jimmy saddlermcqueen,jimmy saddlermcqueen,jimmy saddlermcqueen,,,,,,
791,2010,Cowboys,DL,Jeremy Clark,00-0025714,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,jeremy clark,jeremy clark,jeremy clark,,,,,,
796,2010,Cowboys,LB,Jason Williams,00-0027043,1.0,2009.0,2009.0,Cowboys,24.0,69,0.283,7.6,245.0,71.38,770.0,159.01716290228993,2010,Cowboys,0.0,37.50%,jason williams,jason williams,jason williams,,,,,,
802,2010,Cowboys,LB,Kenwin Cummings,00-0026013,2.0,2008.0,2008.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,kenwin cummings,,kenwin cummings,,,,,,
805,2010,Cowboys,OL,Leonard Davis,00-0020533,9.0,2001.0,2001.0,Cardinals,31.0,2,1.099,30.2,2600.0,717.17,2635.0,128.727258422021,2010,Cowboys,0.0,37.50%,leonard davis,leonard davis,leonard davis,,,,,,
813,2010,Cowboys,OL,Jermey Parnell,00-0026839,1.0,2009.0,2009.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,jermey parnell,jermey parnell,jermey parnell,,,,,,
815,2010,Cowboys,QB,Chris Greisen,00-0006410,11.0,1999.0,1999.0,Cardinals,34.0,239,0.05,0.0,0.0,1.63,116.0,1.384766212482806,2010,Cowboys,0.0,37.50%,chris greisen,chris givens,chris givens,,,,,,
821,2010,Cowboys,RB,Deon Anderson,00-0025582,3.0,2007.0,2007.0,Cowboys,27.0,195,0.073,1.0,13.0,4.35,223.0,26.1117059648522,2010,Cowboys,0.0,37.50%,deon anderson,dres anderson,dres anderson,,,,,,
823,2010,Cowboys,RB,Chris Gronkowski,00-0027419,0.0,2010.0,2010.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,chris gronkowski,chris gronkowski,chris gronkowski,,,,,,
825,2010,Cowboys,TE,Martin Rucker,00-0026251,2.0,2008.0,2008.0,Browns,25.0,111,0.172,4.6,72.0,28.22,520.0,83.51760416858751,2010,Cowboys,0.0,37.50%,martin rucker,martin rucker,martin rucker,,,,,,
826,2010,Cowboys,TE,Scott Chandler,00-0025516,3.0,2007.0,2007.0,Chargers,25.0,129,0.144,3.7,43.0,18.91,441.0,61.3474526210441,2010,Cowboys,0.0,37.50%,scott chandler,scott chandler,scott chandler,,,,,,
832,2010,Cowboys,WR,Kevin Ogletree,00-0026780,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,kevin ogletree,kevin ogletree,kevin ogletree,,,,,,
833,2010,Cowboys,WR,Jesse Holley,00-0024609,3.0,2007.0,2007.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Cowboys,0.0,37.50%,jesse holley,,jesse holley,,,,,,
837,2010,Dolphins,CB,Jason Allen,00-0024231,4.0,2006.0,2006.0,Dolphins,27.0,16,0.66,16.9,1000.0,305.41,1540.0,297.8920745708407,2010,Dolphins,-0.07,43.80%,jason allen,jason allen,jason allen,,,,,,
844,2010,Dolphins,CB,Al Harris,00-0006915,13.0,1997.0,1997.0,Buccaneers,35.0,169,0.099,1.9,24.0,7.76,299.0,2.3206162388797837,2010,Dolphins,-0.07,43.80%,al harris,jalen harris,jalen harris,,,,,,
846,2010,Dolphins,CB,Benny Sapp,00-0022352,6.0,2004.0,2004.0,MISSING,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Dolphins,-0.07,43.80%,benny sapp,benny sapp,benny sapp,,,,,,
847,2010,Dolphins,CB,Evan Oglesby,00-0023288,5.0,2005.0,2005.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Dolphins,-0.07,43.80%,evan oglesby,,evan oglesby,,,,,,
848,2010,Dolphins,CB,Nate Ness,00-0026738,1.0,2009.0,2009.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Dolphins,-0.07,43.80%,nate ness,nate ness,nate ness,,,,,,
856,2010,Dolphins,DL,Robert Rose,00-0027483,0.0,2010.0,2010.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010,Dolphins,-0.07,43.80%,robert rose,robert foster,robert foster,,,,,,
